concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
Revisar curso,start,22404,2016-04-18 04:07:16+00:00,Revisar curso,22404,110607,Variant 13,13,Fluxicon Disco
Revisar curso,complete,22404,2016-04-18 04:07:16+00:00,Revisar curso,22404,110607,Variant 13,13,Fluxicon Disco
Cancelar curso,start,22404,2016-04-18 04:07:16+00:00,Cancelar curso,22404,110607,Variant 13,13,Fluxicon Disco
Cancelar curso,complete,22404,2016-04-18 04:07:16+00:00,Cancelar curso,22404,110607,Variant 13,13,Fluxicon Disco
Traer informacion estudiante - banner,start,13544,2016-04-16 04:11:50+00:00,Traer informacion estudiante - banner,13544,110608,Variant 13,13,Fluxicon Disco
Traer informacion estudiante - banner,complete,13544,2016-04-16 04:11:50+00:00,Traer informacion estudiante - banner,13544,110608,Variant 13,13,Fluxicon Disco
Radicar Solicitud Homologacion,start,13544,2016-04-16 04:11:51+00:00,Radicar Solicitud Homologacion,13544,110608,Variant 13,13,Fluxicon Disco
Radicar Solicitud Homologacion,complete,13544,2016-04-16 04:11:51+00:00,Radicar Solicitud Homologacion,13544,110608,Variant 13,13,Fluxicon Disco
Validar solicitud,start,22404,2016-04-16 04:17:47+00:00,Validar solicitud,22404,110608,Variant 13,13,Fluxicon Disco
Validar solicitud,complete,22404,2016-04-16 04:17:47+00:00,Validar solicitud,22404,110608,Variant 13,13,Fluxicon Disco
Homologacion por grupo de cursos,start,22404,2016-04-18 04:11:40+00:00,Homologacion por grupo de cursos,22404,110608,Variant 13,13,Fluxicon Disco
Homologacion por grupo de cursos,complete,22404,2016-04-18 04:11:40+00:00,Homologacion por grupo de cursos,22404,110608,Variant 13,13,Fluxicon Disco
Revisar curso,start,22404,2016-04-18 04:11:40+00:00,Revisar curso,22404,110608,Variant 13,13,Fluxicon Disco
Revisar curso,complete,22404,2016-04-18 04:11:40+00:00,Revisar curso,22404,110608,Variant 13,13,Fluxicon Disco
Cancelar curso,start,22404,2016-04-18 04:11:40+00:00,Cancelar curso,22404,110608,Variant 13,13,Fluxicon Disco
Cancelar curso,complete,22404,2016-04-18 04:11:40+00:00,Cancelar curso,22404,110608,Variant 13,13,Fluxicon Disco
Traer informacion estudiante - banner,start,13544,2016-04-16 04:17:58+00:00,Traer informacion estudiante - banner,13544,110609,Variant 13,13,Fluxicon Disco
Traer informacion estudiante - banner,complete,13544,2016-04-16 04:17:58+00:00,Traer informacion estudiante - banner,13544,110609,Variant 13,13,Fluxicon Disco
Radicar Solicitud Homologacion,start,13544,2016-04-16 04:17:59+00:00,Radicar Solicitud Homologacion,13544,110609,Variant 13,13,Fluxicon Disco
Radicar Solicitud Homologacion,complete,13544,2016-04-16 04:17:59+00:00,Radicar Solicitud Homologacion,13544,110609,Variant 13,13,Fluxicon Disco
Validar solicitud,start,22404,2016-04-16 04:20:50+00:00,Validar solicitud,22404,110609,Variant 13,13,Fluxicon Disco
Validar solicitud,complete,22404,2016-04-16 04:20:50+00:00,Validar solicitud,22404,110609,Variant 13,13,Fluxicon Disco
Homologacion por grupo de cursos,start,22404,2016-04-18 04:13:53+00:00,Homologacion por grupo de cursos,22404,110609,Variant 13,13,Fluxicon Disco
Homologacion por grupo de cursos,complete,22404,2016-04-18 04:13:53+00:00,Homologacion por grupo de cursos,22404,110609,Variant 13,13,Fluxicon Disco
Revisar curso,start,22404,2016-04-18 04:13:53+00:00,Revisar curso,22404,110609,Variant 13,13,Fluxicon Disco
Revisar curso,complete,22404,2016-04-18 04:13:53+00:00,Revisar curso,22404,110609,Variant 13,13,Fluxicon Disco
Cancelar curso,start,22404,2016-04-18 04:13:53+00:00,Cancelar curso,22404,110609,Variant 13,13,Fluxicon Disco
Cancelar curso,complete,22404,2016-04-18 04:13:53+00:00,Cancelar curso,22404,110609,Variant 13,13,Fluxicon Disco
Traer informacion estudiante - banner,start,13544,2016-04-16 04:25:08+00:00,Traer informacion estudiante - banner,13544,110611,Variant 13,13,Fluxicon Disco
Traer informacion estudiante - banner,complete,13544,2016-04-16 04:25:08+00:00,Traer informacion estudiante - banner,13544,110611,Variant 13,13,Fluxicon Disco
Radicar Solicitud Homologacion,start,13544,2016-04-16 04:25:09+00:00,Radicar Solicitud Homologacion,13544,110611,Variant 13,13,Fluxicon Disco
Radicar Solicitud Homologacion,complete,13544,2016-04-16 04:25:09+00:00,Radicar Solicitud Homologacion,13544,110611,Variant 13,13,Fluxicon Disco
Validar solicitud,start,22404,2016-04-16 04:28:14+00:00,Validar solicitud,22404,110611,Variant 13,13,Fluxicon Disco
Validar solicitud,complete,22404,2016-04-16 04:28:14+00:00,Validar solicitud,22404,110611,Variant 13,13,Fluxicon Disco
Homologacion por grupo de cursos,start,22404,2016-04-18 04:18:22+00:00,Homologacion por grupo de cursos,22404,110611,Variant 13,13,Fluxicon Disco
Homologacion por grupo de cursos,complete,22404,2016-04-18 04:18:22+00:00,Homologacion por grupo de cursos,22404,110611,Variant 13,13,Fluxicon Disco
Revisar curso,start,22404,2016-04-18 04:18:22+00:00,Revisar curso,22404,110611,Variant 13,13,Fluxicon Disco
Revisar curso,complete,22404,2016-04-18 04:18:22+00:00,Revisar curso,22404,110611,Variant 13,13,Fluxicon Disco
Cancelar curso,start,22404,2016-04-18 04:18:22+00:00,Cancelar curso,22404,110611,Variant 13,13,Fluxicon Disco
Cancelar curso,complete,22404,2016-04-18 04:18:22+00:00,Cancelar curso,22404,110611,Variant 13,13,Fluxicon Disco
Traer informacion estudiante - banner,start,11829,2016-04-16 19:00:44+00:00,Traer informacion estudiante - banner,11829,110701,Variant 3,3,Fluxicon Disco
Traer informacion estudiante - banner,complete,11829,2016-04-16 19:00:44+00:00,Traer informacion estudiante - banner,11829,110701,Variant 3,3,Fluxicon Disco
Radicar Solicitud Homologacion,start,11829,2016-04-16 19:00:51+00:00,Radicar Solicitud Homologacion,11829,110701,Variant 3,3,Fluxicon Disco
Radicar Solicitud Homologacion,complete,11829,2016-04-16 19:00:51+00:00,Radicar Solicitud Homologacion,11829,110701,Variant 3,3,Fluxicon Disco
Validar solicitud,start,22475,2016-04-16 19:23:12+00:00,Validar solicitud,22475,110701,Variant 3,3,Fluxicon Disco
Validar solicitud,complete,22475,2016-04-16 19:23:12+00:00,Validar solicitud,22475,110701,Variant 3,3,Fluxicon Disco
Homologacion por grupo de cursos,start,1343,2016-04-18 15:41:14+00:00,Homologacion por grupo de cursos,1343,110701,Variant 3,3,Fluxicon Disco
Revisar curso,start,26757,2016-04-18 15:41:15+00:00,Revisar curso,26757,110701,Variant 3,3,Fluxicon Disco
Revisar curso,complete,26757,2016-04-18 15:44:39+00:00,Revisar curso,26757,110701,Variant 3,3,Fluxicon Disco
Homologacion por grupo de cursos,complete,1343,2016-04-18 18:48:24+00:00,Homologacion por grupo de cursos,1343,110701,Variant 3,3,Fluxicon Disco
Evaluacion curso,start,26757,2016-04-18 19:24:26+00:00,Evaluacion curso,26757,110701,Variant 3,3,Fluxicon Disco
Evaluacion curso,complete,26757,2016-04-18 19:25:01+00:00,Evaluacion curso,26757,110701,Variant 3,3,Fluxicon Disco
Validacion final,start,22475,2016-04-18 20:59:35+00:00,Validacion final,22475,110701,Variant 3,3,Fluxicon Disco
Validacion final,complete,22475,2016-04-18 21:00:36+00:00,Validacion final,22475,110701,Variant 3,3,Fluxicon Disco
Visto Bueno Cierre Proceso,start,1343,2016-04-18 23:01:14+00:00,Visto Bueno Cierre Proceso,1343,110701,Variant 3,3,Fluxicon Disco
Visto Bueno Cierre Proceso,complete,1343,2016-04-19 02:03:22+00:00,Visto Bueno Cierre Proceso,1343,110701,Variant 3,3,Fluxicon Disco
Traer informacion estudiante - banner,start,6723,2016-04-16 23:16:59+00:00,Traer informacion estudiante - banner,6723,110851,Variant 21,21,Fluxicon Disco
Traer informacion estudiante - banner,complete,6723,2016-04-16 23:16:59+00:00,Traer informacion estudiante - banner,6723,110851,Variant 21,21,Fluxicon Disco
Radicar Solicitud Homologacion,start,6723,2016-04-16 23:17:03+00:00,Radicar Solicitud Homologacion,6723,110851,Variant 21,21,Fluxicon Disco
Radicar Solicitud Homologacion,complete,6723,2016-04-16 23:17:03+00:00,Radicar Solicitud Homologacion,6723,110851,Variant 21,21,Fluxicon Disco
Validar solicitud,start,677,2016-04-16 23:28:21+00:00,Validar solicitud,677,110851,Variant 21,21,Fluxicon Disco
Validar solicitud,complete,677,2016-04-16 23:29:17+00:00,Validar solicitud,677,110851,Variant 21,21,Fluxicon Disco
Homologacion por grupo de cursos,start,3445,2016-04-18 16:56:18+00:00,Homologacion por grupo de cursos,3445,110851,Variant 21,21,Fluxicon Disco
Validacion final,start,677,2016-04-18 16:56:18+00:00,Validacion final,677,110851,Variant 21,21,Fluxicon Disco
Validacion final,complete,677,2016-04-18 16:56:18+00:00,Validacion final,677,110851,Variant 21,21,Fluxicon Disco
Visto Bueno Cierre Proceso,start,3445,2016-04-18 16:56:41+00:00,Visto Bueno Cierre Proceso,3445,110851,Variant 21,21,Fluxicon Disco
Homologacion por grupo de cursos,complete,3445,2016-04-18 17:04:26+00:00,Homologacion por grupo de cursos,3445,110851,Variant 21,21,Fluxicon Disco
Visto Bueno Cierre Proceso,complete,3445,2016-04-18 17:04:48+00:00,Visto Bueno Cierre Proceso,3445,110851,Variant 21,21,Fluxicon Disco
Traer informacion estudiante - banner,start,6723,2016-04-17 00:11:14+00:00,Traer informacion estudiante - banner,6723,110853,Variant 19,19,Fluxicon Disco
Traer informacion estudiante - banner,complete,6723,2016-04-17 00:11:14+00:00,Traer informacion estudiante - banner,6723,110853,Variant 19,19,Fluxicon Disco
Radicar Solicitud Homologacion,start,6723,2016-04-17 00:11:16+00:00,Radicar Solicitud Homologacion,6723,110853,Variant 19,19,Fluxicon Disco
Radicar Solicitud Homologacion,complete,6723,2016-04-17 00:11:16+00:00,Radicar Solicitud Homologacion,6723,110853,Variant 19,19,Fluxicon Disco
Validar solicitud,start,677,2016-04-17 00:31:40+00:00,Validar solicitud,677,110853,Variant 19,19,Fluxicon Disco
Cancelar Solicitud,start,6723,2016-04-17 00:31:41+00:00,Cancelar Solicitud,6723,110853,Variant 19,19,Fluxicon Disco
Validar solicitud,complete,677,2016-04-17 00:32:29+00:00,Validar solicitud,677,110853,Variant 19,19,Fluxicon Disco
Cancelar Solicitud,complete,6723,2016-04-17 02:26:13+00:00,Cancelar Solicitud,6723,110853,Variant 19,19,Fluxicon Disco
Revisar curso,start,677,2016-04-18 16:49:29+00:00,Revisar curso,677,110853,Variant 19,19,Fluxicon Disco
Revisar curso,complete,677,2016-04-18 16:49:29+00:00,Revisar curso,677,110853,Variant 19,19,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,6723,2016-05-06 18:32:31+00:00,Notificacion estudiante cancelacion soli,6723,110853,Variant 19,19,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,6723,2016-05-06 18:32:31+00:00,Notificacion estudiante cancelacion soli,6723,110853,Variant 19,19,Fluxicon Disco
Traer informacion estudiante - banner,start,6723,2016-04-17 00:34:08+00:00,Traer informacion estudiante - banner,6723,110854,Variant 8,8,Fluxicon Disco
Traer informacion estudiante - banner,complete,6723,2016-04-17 00:34:08+00:00,Traer informacion estudiante - banner,6723,110854,Variant 8,8,Fluxicon Disco
Radicar Solicitud Homologacion,start,6723,2016-04-17 00:34:10+00:00,Radicar Solicitud Homologacion,6723,110854,Variant 8,8,Fluxicon Disco
Radicar Solicitud Homologacion,complete,6723,2016-04-17 00:34:10+00:00,Radicar Solicitud Homologacion,6723,110854,Variant 8,8,Fluxicon Disco
Cancelar Solicitud,start,6723,2016-04-17 00:38:01+00:00,Cancelar Solicitud,6723,110854,Variant 8,8,Fluxicon Disco
Validar solicitud,start,677,2016-04-17 00:38:01+00:00,Validar solicitud,677,110854,Variant 8,8,Fluxicon Disco
Validar solicitud,complete,677,2016-04-17 00:38:58+00:00,Validar solicitud,677,110854,Variant 8,8,Fluxicon Disco
Cancelar Solicitud,complete,6723,2016-04-17 02:32:33+00:00,Cancelar Solicitud,6723,110854,Variant 8,8,Fluxicon Disco
Revisar curso,start,677,2016-04-18 16:57:09+00:00,Revisar curso,677,110854,Variant 8,8,Fluxicon Disco
Revisar curso,complete,677,2016-04-18 16:57:09+00:00,Revisar curso,677,110854,Variant 8,8,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,6723,2016-05-06 18:32:59+00:00,Notificacion estudiante cancelacion soli,6723,110854,Variant 8,8,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,6723,2016-05-06 18:32:59+00:00,Notificacion estudiante cancelacion soli,6723,110854,Variant 8,8,Fluxicon Disco
Traer informacion estudiante - banner,start,24536,2016-04-17 17:33:43+00:00,Traer informacion estudiante - banner,24536,110901,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,24536,2016-04-17 17:33:43+00:00,Traer informacion estudiante - banner,24536,110901,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,24536,2016-04-17 17:33:50+00:00,Radicar Solicitud Homologacion,24536,110901,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,24536,2016-04-17 17:33:50+00:00,Radicar Solicitud Homologacion,24536,110901,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,294,2016-04-17 19:53:41+00:00,Cancelar Solicitud,294,110901,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,294,2016-04-17 20:50:24+00:00,Cancelar Solicitud,294,110901,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,294,2016-04-27 16:43:53+00:00,Notificacion estudiante cancelacion soli,294,110901,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,294,2016-04-27 16:43:53+00:00,Notificacion estudiante cancelacion soli,294,110901,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,start,24536,2016-04-17 19:54:12+00:00,Traer informacion estudiante - banner,24536,110951,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,24536,2016-04-17 19:54:12+00:00,Traer informacion estudiante - banner,24536,110951,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,24536,2016-04-17 19:54:16+00:00,Radicar Solicitud Homologacion,24536,110951,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,24536,2016-04-17 19:54:16+00:00,Radicar Solicitud Homologacion,24536,110951,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,294,2016-04-17 19:59:29+00:00,Cancelar Solicitud,294,110951,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,294,2016-04-17 20:56:14+00:00,Cancelar Solicitud,294,110951,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,294,2016-04-27 16:45:00+00:00,Notificacion estudiante cancelacion soli,294,110951,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,294,2016-04-27 16:45:00+00:00,Notificacion estudiante cancelacion soli,294,110951,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,start,341,2016-04-17 19:58:28+00:00,Traer informacion estudiante - banner,341,110952,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,341,2016-04-17 19:58:28+00:00,Traer informacion estudiante - banner,341,110952,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,341,2016-04-17 19:58:29+00:00,Radicar Solicitud Homologacion,341,110952,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,341,2016-04-17 19:58:29+00:00,Radicar Solicitud Homologacion,341,110952,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,669,2016-04-17 21:35:29+00:00,Cancelar Solicitud,669,110952,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,669,2016-04-17 21:46:26+00:00,Cancelar Solicitud,669,110952,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,669,2016-04-19 18:57:52+00:00,Notificacion estudiante cancelacion soli,669,110952,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,669,2016-04-19 18:57:52+00:00,Notificacion estudiante cancelacion soli,669,110952,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,start,24536,2016-04-17 19:59:59+00:00,Traer informacion estudiante - banner,24536,110953,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,24536,2016-04-17 19:59:59+00:00,Traer informacion estudiante - banner,24536,110953,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,24536,2016-04-17 20:00:00+00:00,Radicar Solicitud Homologacion,24536,110953,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,24536,2016-04-17 20:00:00+00:00,Radicar Solicitud Homologacion,24536,110953,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,294,2016-04-17 20:05:36+00:00,Cancelar Solicitud,294,110953,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,294,2016-04-17 21:02:21+00:00,Cancelar Solicitud,294,110953,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,294,2016-04-27 16:45:53+00:00,Notificacion estudiante cancelacion soli,294,110953,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,294,2016-04-27 16:45:53+00:00,Notificacion estudiante cancelacion soli,294,110953,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,start,11706,2016-04-18 17:20:55+00:00,Traer informacion estudiante - banner,11706,111152,Variant 4,4,Fluxicon Disco
Traer informacion estudiante - banner,complete,11706,2016-04-18 17:20:55+00:00,Traer informacion estudiante - banner,11706,111152,Variant 4,4,Fluxicon Disco
Radicar Solicitud Homologacion,start,11706,2016-04-18 17:20:56+00:00,Radicar Solicitud Homologacion,11706,111152,Variant 4,4,Fluxicon Disco
Radicar Solicitud Homologacion,complete,11706,2016-04-18 17:21:10+00:00,Radicar Solicitud Homologacion,11706,111152,Variant 4,4,Fluxicon Disco
Validar solicitud,start,22404,2016-04-18 17:35:49+00:00,Validar solicitud,22404,111152,Variant 4,4,Fluxicon Disco
Validar solicitud,complete,22404,2016-04-18 17:42:58+00:00,Validar solicitud,22404,111152,Variant 4,4,Fluxicon Disco
Homologacion por grupo de cursos,start,22404,2016-04-19 16:45:17+00:00,Homologacion por grupo de cursos,22404,111152,Variant 4,4,Fluxicon Disco
Revisar curso,start,22404,2016-04-19 16:45:17+00:00,Revisar curso,22404,111152,Variant 4,4,Fluxicon Disco
Revisar curso,complete,22404,2016-04-19 16:50:25+00:00,Revisar curso,22404,111152,Variant 4,4,Fluxicon Disco
Homologacion por grupo de cursos,complete,22404,2016-04-19 18:48:31+00:00,Homologacion por grupo de cursos,22404,111152,Variant 4,4,Fluxicon Disco
Evaluacion curso,start,22404,2016-04-19 23:54:17+00:00,Evaluacion curso,22404,111152,Variant 4,4,Fluxicon Disco
Evaluacion curso,complete,22404,2016-04-20 01:52:22+00:00,Evaluacion curso,22404,111152,Variant 4,4,Fluxicon Disco
Validar solicitud / pre-homologacion,start,22404,2016-05-11 20:22:19+00:00,Validar solicitud / pre-homologacion,22404,111152,Variant 4,4,Fluxicon Disco
Validar solicitud / pre-homologacion,complete,22404,2016-05-11 20:22:19+00:00,Validar solicitud / pre-homologacion,22404,111152,Variant 4,4,Fluxicon Disco
Traer informacion estudiante - banner,start,11706,2016-04-18 16:12:50+00:00,Traer informacion estudiante - banner,11706,111202,Variant 4,4,Fluxicon Disco
Traer informacion estudiante - banner,complete,11706,2016-04-18 16:12:50+00:00,Traer informacion estudiante - banner,11706,111202,Variant 4,4,Fluxicon Disco
Radicar Solicitud Homologacion,start,11706,2016-04-18 16:12:52+00:00,Radicar Solicitud Homologacion,11706,111202,Variant 4,4,Fluxicon Disco
Radicar Solicitud Homologacion,complete,11706,2016-04-18 16:12:56+00:00,Radicar Solicitud Homologacion,11706,111202,Variant 4,4,Fluxicon Disco
Validar solicitud,start,22404,2016-04-18 16:17:26+00:00,Validar solicitud,22404,111202,Variant 4,4,Fluxicon Disco
Validar solicitud,complete,22404,2016-04-18 16:25:58+00:00,Validar solicitud,22404,111202,Variant 4,4,Fluxicon Disco
Homologacion por grupo de cursos,start,22404,2016-04-19 16:50:25+00:00,Homologacion por grupo de cursos,22404,111202,Variant 4,4,Fluxicon Disco
Revisar curso,start,22404,2016-04-19 16:50:25+00:00,Revisar curso,22404,111202,Variant 4,4,Fluxicon Disco
Revisar curso,complete,22404,2016-04-19 16:50:26+00:00,Revisar curso,22404,111202,Variant 4,4,Fluxicon Disco
Evaluacion curso,start,22404,2016-04-19 16:51:42+00:00,Evaluacion curso,22404,111202,Variant 4,4,Fluxicon Disco
Homologacion por grupo de cursos,complete,22404,2016-04-19 20:53:33+00:00,Homologacion por grupo de cursos,22404,111202,Variant 4,4,Fluxicon Disco
Evaluacion curso,complete,22404,2016-04-19 20:54:48+00:00,Evaluacion curso,22404,111202,Variant 4,4,Fluxicon Disco
Validar solicitud / pre-homologacion,start,22404,2016-06-02 19:58:31+00:00,Validar solicitud / pre-homologacion,22404,111202,Variant 4,4,Fluxicon Disco
Validar solicitud / pre-homologacion,complete,22404,2016-06-02 19:58:31+00:00,Validar solicitud / pre-homologacion,22404,111202,Variant 4,4,Fluxicon Disco
Traer informacion estudiante - banner,start,8139,2016-04-18 16:52:24+00:00,Traer informacion estudiante - banner,8139,111205,Variant 20,20,Fluxicon Disco
Traer informacion estudiante - banner,complete,8139,2016-04-18 16:52:24+00:00,Traer informacion estudiante - banner,8139,111205,Variant 20,20,Fluxicon Disco
Radicar Solicitud Homologacion,start,8139,2016-04-18 16:52:26+00:00,Radicar Solicitud Homologacion,8139,111205,Variant 20,20,Fluxicon Disco
Radicar Solicitud Homologacion,complete,8139,2016-04-18 16:59:33+00:00,Radicar Solicitud Homologacion,8139,111205,Variant 20,20,Fluxicon Disco
Validar solicitud,start,1707,2016-04-19 14:19:18+00:00,Validar solicitud,1707,111205,Variant 20,20,Fluxicon Disco
Validar solicitud,complete,1707,2016-04-19 15:02:53+00:00,Validar solicitud,1707,111205,Variant 20,20,Fluxicon Disco
Homologacion por grupo de cursos,start,15930,2016-04-26 19:35:21+00:00,Homologacion por grupo de cursos,15930,111205,Variant 20,20,Fluxicon Disco
Revisar curso,start,1707,2016-04-26 19:35:21+00:00,Revisar curso,1707,111205,Variant 20,20,Fluxicon Disco
Revisar curso,complete,1707,2016-04-26 20:04:44+00:00,Revisar curso,1707,111205,Variant 20,20,Fluxicon Disco
Homologacion por grupo de cursos,complete,15930,2016-04-27 01:02:33+00:00,Homologacion por grupo de cursos,15930,111205,Variant 20,20,Fluxicon Disco
Evaluacion curso,start,7763,2016-05-02 16:58:33+00:00,Evaluacion curso,7763,111205,Variant 20,20,Fluxicon Disco
Evaluacion curso,complete,7763,2016-05-02 21:45:34+00:00,Evaluacion curso,7763,111205,Variant 20,20,Fluxicon Disco
Validacion final,start,1707,2016-06-24 05:28:18+00:00,Validacion final,1707,111205,Variant 20,20,Fluxicon Disco
Validacion final,complete,1707,2016-06-24 05:28:18+00:00,Validacion final,1707,111205,Variant 20,20,Fluxicon Disco
Visto Bueno Cierre Proceso,start,15930,2016-06-24 14:53:07+00:00,Visto Bueno Cierre Proceso,15930,111205,Variant 20,20,Fluxicon Disco
Visto Bueno Cierre Proceso,complete,15930,2016-06-24 15:03:54+00:00,Visto Bueno Cierre Proceso,15930,111205,Variant 20,20,Fluxicon Disco
Transferir Creditos,start,15930,2016-06-27 18:47:59+00:00,Transferir Creditos,15930,111205,Variant 20,20,Fluxicon Disco
Transferir Creditos,complete,15930,2016-06-27 18:47:59+00:00,Transferir Creditos,15930,111205,Variant 20,20,Fluxicon Disco
Transferir creditos homologables,start,15930,2016-06-27 18:47:59+00:00,Transferir creditos homologables,15930,111205,Variant 20,20,Fluxicon Disco
Transferir creditos homologables,complete,15930,2016-06-27 18:47:59+00:00,Transferir creditos homologables,15930,111205,Variant 20,20,Fluxicon Disco
Transferir creditos homologables,start,15930,2016-06-27 18:48:00+00:00,Transferir creditos homologables,15930,111205,Variant 20,20,Fluxicon Disco
Transferir creditos homologables,complete,15930,2016-06-27 18:48:00+00:00,Transferir creditos homologables,15930,111205,Variant 20,20,Fluxicon Disco
Traer informacion estudiante - banner,start,5221,2016-04-18 18:01:52+00:00,Traer informacion estudiante - banner,5221,111209,Variant 21,21,Fluxicon Disco
Traer informacion estudiante - banner,complete,5221,2016-04-18 18:01:52+00:00,Traer informacion estudiante - banner,5221,111209,Variant 21,21,Fluxicon Disco
Radicar Solicitud Homologacion,start,5221,2016-04-18 18:01:55+00:00,Radicar Solicitud Homologacion,5221,111209,Variant 21,21,Fluxicon Disco
Radicar Solicitud Homologacion,complete,5221,2016-04-18 18:02:00+00:00,Radicar Solicitud Homologacion,5221,111209,Variant 21,21,Fluxicon Disco
Validar solicitud,start,22475,2016-04-18 18:07:17+00:00,Validar solicitud,22475,111209,Variant 21,21,Fluxicon Disco
Validar solicitud,complete,22475,2016-04-18 18:08:06+00:00,Validar solicitud,22475,111209,Variant 21,21,Fluxicon Disco
Homologacion por grupo de cursos,start,1343,2016-04-18 18:56:19+00:00,Homologacion por grupo de cursos,1343,111209,Variant 21,21,Fluxicon Disco
Validacion final,start,22475,2016-04-18 18:56:19+00:00,Validacion final,22475,111209,Variant 21,21,Fluxicon Disco
Validacion final,complete,22475,2016-04-18 18:56:19+00:00,Validacion final,22475,111209,Variant 21,21,Fluxicon Disco
Visto Bueno Cierre Proceso,start,1343,2016-04-18 18:56:29+00:00,Visto Bueno Cierre Proceso,1343,111209,Variant 21,21,Fluxicon Disco
Homologacion por grupo de cursos,complete,1343,2016-04-18 22:00:33+00:00,Homologacion por grupo de cursos,1343,111209,Variant 21,21,Fluxicon Disco
Visto Bueno Cierre Proceso,complete,1343,2016-04-18 22:00:43+00:00,Visto Bueno Cierre Proceso,1343,111209,Variant 21,21,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,19019,2016-04-18 21:11:53+00:00,Notificacion estudiante cancelacion soli,19019,111256,Variant 10,10,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,19019,2016-04-18 21:11:53+00:00,Notificacion estudiante cancelacion soli,19019,111256,Variant 10,10,Fluxicon Disco
Traer informacion estudiante - banner,start,9404,2016-04-18 22:56:16+00:00,Traer informacion estudiante - banner,9404,111256,Variant 10,10,Fluxicon Disco
Traer informacion estudiante - banner,complete,9404,2016-04-18 22:56:16+00:00,Traer informacion estudiante - banner,9404,111256,Variant 10,10,Fluxicon Disco
Radicar Solicitud Homologacion,start,9404,2016-04-18 22:56:18+00:00,Radicar Solicitud Homologacion,9404,111256,Variant 10,10,Fluxicon Disco
Radicar Solicitud Homologacion,complete,9404,2016-04-18 22:56:21+00:00,Radicar Solicitud Homologacion,9404,111256,Variant 10,10,Fluxicon Disco
Cancelar Solicitud,start,19019,2016-04-18 22:59:28+00:00,Cancelar Solicitud,19019,111256,Variant 10,10,Fluxicon Disco
Cancelar Solicitud,complete,19019,2016-04-18 22:59:28+00:00,Cancelar Solicitud,19019,111256,Variant 10,10,Fluxicon Disco
Traer informacion estudiante - banner,start,3747,2016-04-19 01:24:53+00:00,Traer informacion estudiante - banner,3747,111264,Variant 28,28,Fluxicon Disco
Traer informacion estudiante - banner,complete,3747,2016-04-19 01:24:53+00:00,Traer informacion estudiante - banner,3747,111264,Variant 28,28,Fluxicon Disco
Radicar Solicitud Homologacion,start,3747,2016-04-19 01:24:54+00:00,Radicar Solicitud Homologacion,3747,111264,Variant 28,28,Fluxicon Disco
Radicar Solicitud Homologacion,complete,3747,2016-04-19 01:25:02+00:00,Radicar Solicitud Homologacion,3747,111264,Variant 28,28,Fluxicon Disco
