Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,Variant.1,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup,Start Timestamp
Case 1686,Closed,Value 5,2012-01-14 08:10:49.000,Variant 8,8,Variant 8,Value 1,Value 65,Value 10,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-14 05:34:57.125000
Case 3279,Closed,Value 5,2012-01-14 08:13:59.000,Variant 3,3,Variant 3,Value 1,Value 8,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2012-01-14 05:38:07.125000
Case 3211,Closed,Value 5,2012-01-14 09:29:19.000,Variant 2,2,Variant 2,Value 1,Value 71,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2012-01-14 06:53:27.125000
Case 3730,Closed,Value 5,2012-01-14 09:50:25.000,Variant 1,1,Variant 1,Value 1,Value 186,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2012-01-14 07:14:33.125000
Case 3628,Closed,Value 5,2012-01-14 11:00:40.000,Variant 1,1,Variant 1,Value 1,Value 94,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2012-01-14 08:24:48.125000
Case 535,Closed,Value 5,2012-01-14 11:10:25.000,Variant 1,1,Variant 1,Value 1,Value 158,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2012-01-14 08:34:33.125000
Case 3437,Closed,Value 5,2012-01-15 02:02:25.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1,2012-01-14 23:26:33.125000
Case 543,Closed,Value 5,2012-01-15 02:02:25.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2012-01-14 23:26:33.125000
Case 1482,Closed,Value 5,2012-01-15 02:02:28.000,Variant 1,1,Variant 1,Value 1,Value 11,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-14 23:26:36.125000
Case 387,Closed,Value 5,2012-01-15 02:02:28.000,Variant 6,6,Variant 6,Value 1,Value 160,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-14 23:26:36.125000
Case 666,Closed,Value 5,2012-01-15 02:02:28.000,Variant 17,17,Variant 17,Value 1,Value 210,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-14 23:26:36.125000
Case 229,Closed,Value 5,2012-01-15 09:50:48.000,Variant 5,5,Variant 5,Value 1,Value 119,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2012-01-15 07:14:56.125000
Case 1678,Closed,Value 5,2012-01-15 10:30:38.000,Variant 11,11,Variant 11,Value 1,Value 16,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2012-01-15 07:54:46.125000
Case 3871,Take in charge ticket,Value 2,2012-01-16 08:07:30.000,Variant 1,1,Variant 1,Value 1,Value 103,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 07:56:15.750000
Case 3594,Take in charge ticket,Value 2,2012-01-16 08:28:37.000,Variant 1,1,Variant 1,Value 1,Value 37,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2012-01-16 08:17:22.750000
Case 4279,Take in charge ticket,Value 6,2012-01-16 08:34:48.000,Variant 4,4,Variant 4,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2012-01-16 08:23:33.750000
Case 3800,Take in charge ticket,Value 2,2012-01-16 08:35:07.000,Variant 2,2,Variant 2,Value 1,Value 241,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 08:23:52.750000
Case 596,Take in charge ticket,Value 6,2012-01-16 08:37:03.000,Variant 1,1,Variant 1,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2012-01-16 08:25:48.750000
Case 3800,Wait,Value 2,2012-01-16 08:37:16.000,Variant 2,2,Variant 2,Value 1,Value 241,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 08:36:38.745202
Case 3146,Assign seriousness,Value 1,2012-01-16 08:37:34.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2012-01-16 08:06:56.630309
Case 4448,Take in charge ticket,Value 2,2012-01-16 08:38:28.000,Variant 1,1,Variant 1,Value 1,Value 65,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 08:27:13.750000
Case 3146,Take in charge ticket,Value 6,2012-01-16 08:39:50.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2012-01-16 08:38:53.737955
Case 3456,Take in charge ticket,Value 6,2012-01-16 08:40:11.000,Variant 23,23,Variant 23,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2012-01-16 08:28:56.750000
Case 1717,Assign seriousness,Value 1,2012-01-16 08:41:16.000,Variant 5,5,Variant 5,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2012-01-16 08:07:44.525268
Case 3297,Assign seriousness,Value 2,2012-01-16 08:41:47.000,Variant 21,21,Variant 21,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 08:38:10.886010
Case 3297,Resolve ticket,Value 2,2012-01-16 08:42:08.000,Variant 21,21,Variant 21,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 08:42:01.935265
Case 2528,Assign seriousness,Value 1,2012-01-16 08:42:54.000,Variant 1,1,Variant 1,Value 1,Value 70,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 08:09:24.896901
Case 1153,Take in charge ticket,Value 2,2012-01-16 08:53:10.000,Variant 2,2,Variant 2,Value 1,Value 148,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2012-01-16 08:41:55.750000
Case 3800,Resolve ticket,Value 2,2012-01-16 08:54:49.000,Variant 2,2,Variant 2,Value 1,Value 241,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 08:49:44.896883
Case 2528,Take in charge ticket,Value 1,2012-01-16 09:02:23.000,Variant 1,1,Variant 1,Value 1,Value 70,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 08:56:50.139656
Case 3564,Resolve ticket,Value 4,2012-01-16 09:02:38.000,Variant 1,1,Variant 1,Value 1,Value 28,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2012-01-16 08:36:45.750000
Case 4279,Resolve ticket,Value 6,2012-01-16 09:06:13.000,Variant 4,4,Variant 4,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2012-01-16 08:53:13.191508
Case 834,Resolve ticket,Value 16,2012-01-16 09:09:34.000,Variant 4,4,Variant 4,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2012-01-16 08:43:41.750000
Case 4267,Take in charge ticket,Value 1,2012-01-16 09:42:17.000,Variant 6,6,Variant 6,Value 1,Value 220,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 09:31:02.750000
Case 4314,Take in charge ticket,Value 9,2012-01-16 09:45:21.000,Variant 2,2,Variant 2,Value 1,Value 22,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 09:34:06.750000
Case 1175,Take in charge ticket,Value 9,2012-01-16 09:46:04.000,Variant 9,9,Variant 9,Value 1,Value 267,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 09:34:49.750000
Case 50,Assign seriousness,Value 4,2012-01-16 10:53:01.000,Variant 6,6,Variant 6,Value 1,Value 38,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 10:51:24.470515
Case 2538,Assign seriousness,Value 2,2012-01-16 10:55:42.000,Variant 28,28,Variant 28,Value 1,Value 5,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2012-01-16 10:21:05.396484
Case 50,Take in charge ticket,Value 4,2012-01-16 10:59:51.000,Variant 6,6,Variant 6,Value 1,Value 38,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 10:57:08.455247
Case 1175,Resolve ticket,Value 9,2012-01-16 11:20:57.000,Variant 9,9,Variant 9,Value 1,Value 267,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 10:48:11.004688
Case 1175,Take in charge ticket,Value 9,2012-01-16 11:21:55.000,Variant 9,9,Variant 9,Value 1,Value 267,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 11:21:34.970538
Case 2528,Resolve ticket,Value 1,2012-01-16 11:35:37.000,Variant 1,1,Variant 1,Value 1,Value 70,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 10:51:59.106072
Case 4267,Resolve ticket,Value 1,2012-01-16 11:37:55.000,Variant 6,6,Variant 6,Value 1,Value 220,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 11:04:59.478130
Case 4267,Resolve ticket,Value 1,2012-01-16 11:37:56.000,Variant 6,6,Variant 6,Value 1,Value 220,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 11:37:55.715261
Case 1175,Resolve ticket,Value 9,2012-01-16 11:45:15.000,Variant 9,9,Variant 9,Value 1,Value 267,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 11:37:11.530224
Case 2929,Assign seriousness,Value 1,2012-01-16 11:47:05.000,Variant 1,1,Variant 1,Value 1,Value 5,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2012-01-16 11:03:26.249147
Case 3829,Assign seriousness,Value 1,2012-01-16 11:52:38.000,Variant 1,1,Variant 1,Value 1,Value 5,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2012-01-16 11:10:26.653101
Case 4251,Resolve ticket,Value 6,2012-01-16 13:07:55.000,Variant 6,6,Variant 6,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2012-01-16 12:42:02.750000
Case 4251,Resolve ticket,Value 6,2012-01-16 13:07:56.000,Variant 6,6,Variant 6,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2012-01-16 13:07:55.586308
Case 2026,Resolve ticket,Value 6,2012-01-16 13:09:31.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4,2012-01-16 12:43:38.750000
Case 2025,Resolve ticket,Value 6,2012-01-16 13:11:51.000,Variant 6,6,Variant 6,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2012-01-16 12:45:58.750000
Case 2025,Resolve ticket,Value 6,2012-01-16 13:11:51.000,Variant 6,6,Variant 6,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2012-01-16 13:10:51.000000
Case 2477,Take in charge ticket,Value 9,2012-01-16 13:31:58.000,Variant 1,1,Variant 1,Value 1,Value 63,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 13:20:43.750000
Case 2449,Take in charge ticket,Value 6,2012-01-16 13:51:44.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2012-01-16 13:40:29.750000
Case 778,Resolve ticket,Value 9,2012-01-16 13:58:08.000,Variant 1,1,Variant 1,Value 1,Value 33,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2012-01-16 13:32:15.750000
Case 1563,Resolve ticket,Value 9,2012-01-16 13:58:46.000,Variant 1,1,Variant 1,Value 1,Value 33,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 13:32:53.750000
Case 1717,Resolve ticket,Value 6,2012-01-16 13:58:55.000,Variant 5,5,Variant 5,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2012-01-16 11:47:30.453553
Case 760,Assign seriousness,Value 1,2012-01-16 14:05:59.000,Variant 1,1,Variant 1,Value 1,Value 27,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 13:51:03.915433
Case 3456,Resolve ticket,Value 6,2012-01-16 14:06:13.000,Variant 23,23,Variant 23,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2012-01-16 11:51:20.366724
Case 3747,Assign seriousness,Value 1,2012-01-16 14:16:46.000,Variant 1,1,Variant 1,Value 1,Value 220,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 13:44:50.542088
Case 2200,Resolve ticket,Value 1,2012-01-16 14:23:48.000,Variant 1,1,Variant 1,Value 1,Value 224,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2012-01-16 13:57:55.750000
Case 4158,Assign seriousness,Value 1,2012-01-16 14:39:21.000,Variant 1,1,Variant 1,Value 1,Value 28,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2012-01-16 13:55:28.134554
Case 2580,Assign seriousness,Value 1,2012-01-16 14:41:48.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2012-01-16 13:54:45.124127
Case 2087,Resolve ticket,Value 9,2012-01-16 14:49:26.000,Variant 15,15,Variant 15,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 14:23:33.750000
Case 2580,Take in charge ticket,Value 6,2012-01-16 14:56:25.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2012-01-16 14:50:22.192548
Case 2449,Resolve ticket,Value 6,2012-01-16 15:02:54.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2012-01-16 14:33:27.537262
Case 4158,Take in charge ticket,Value 4,2012-01-16 15:04:30.000,Variant 1,1,Variant 1,Value 1,Value 28,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2012-01-16 14:54:31.756019
Case 2580,Resolve ticket,Value 6,2012-01-16 15:11:13.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2012-01-16 15:05:05.641941
Case 3698,Wait,Value 2,2012-01-16 15:22:32.000,Variant 18,18,Variant 18,Value 1,Value 18,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 14:04:40.500000
Case 596,Resolve ticket,Value 16,2012-01-16 15:39:17.000,Variant 1,1,Variant 1,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2012-01-16 13:05:28.185714
Case 3777,Take in charge ticket,Value 2,2012-01-16 15:54:02.000,Variant 1,1,Variant 1,Value 1,Value 156,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2012-01-16 15:42:47.750000
Case 4071,Take in charge ticket,Value 2,2012-01-16 15:54:12.000,Variant 1,1,Variant 1,Value 1,Value 156,Value 15,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 15:42:57.750000
Case 4158,Resolve ticket,Value 4,2012-01-16 16:03:00.000,Variant 1,1,Variant 1,Value 1,Value 28,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2012-01-16 15:39:48.458333
Case 3797,Assign seriousness,Value 1,2012-01-16 16:16:57.000,Variant 3,3,Variant 3,Value 1,Value 53,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 15:22:49.204576
Case 3797,Take in charge ticket,Value 1,2012-01-16 16:17:12.000,Variant 3,3,Variant 3,Value 1,Value 53,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 16:17:07.728909
Case 50,Resolve ticket,Value 4,2012-01-16 16:37:54.000,Variant 6,6,Variant 6,Value 1,Value 38,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 14:23:52.792130
Case 50,Resolve ticket,Value 4,2012-01-16 16:37:55.000,Variant 6,6,Variant 6,Value 1,Value 38,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 16:37:54.603549
Case 736,Take in charge ticket,Value 2,2012-01-16 16:49:43.000,Variant 1,1,Variant 1,Value 1,Value 226,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2012-01-16 16:38:28.750000
Case 2823,Take in charge ticket,Value 2,2012-01-16 16:54:04.000,Variant 1,1,Variant 1,Value 1,Value 74,Value 11,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-16 16:42:49.750000
Case 3378,Closed,Value 5,2012-01-17 08:40:40.000,Variant 1,1,Variant 1,Value 1,Value 241,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-17 06:04:48.125000
Case 403,Assign seriousness,Value 4,2012-01-17 08:42:15.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2012-01-17 07:57:26.431107
Case 2911,Assign seriousness,Value 4,2012-01-17 09:06:22.000,Variant 1,1,Variant 1,Value 1,Value 3,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-17 08:53:18.770658
Case 746,Assign seriousness,Value 4,2012-01-17 09:46:11.000,Variant 1,1,Variant 1,Value 1,Value 43,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-17 09:11:44.538249
Case 756,Assign seriousness,Value 4,2012-01-17 10:24:07.000,Variant 1,1,Variant 1,Value 1,Value 156,Value 18,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-17 10:02:29.894991
Case 395,Closed,Value 5,2012-01-17 10:40:45.000,Variant 1,1,Variant 1,Value 1,Value 89,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-17 08:04:53.125000
Case 4562,Assign seriousness,Value 9,2012-01-17 11:12:49.000,Variant 12,12,Variant 12,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2012-01-17 10:52:07.359960
Case 4562,Take in charge ticket,Value 9,2012-01-17 11:13:09.000,Variant 12,12,Variant 12,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2012-01-17 11:13:02.093289
Case 746,Take in charge ticket,Value 10,2012-01-17 11:39:18.000,Variant 1,1,Variant 1,Value 1,Value 43,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-17 10:53:06.641667
Case 1444,Assign seriousness,Value 1,2012-01-17 11:39:41.000,Variant 1,1,Variant 1,Value 1,Value 224,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-17 10:54:49.724975
Case 756,Take in charge ticket,Value 4,2012-01-17 11:47:32.000,Variant 1,1,Variant 1,Value 1,Value 156,Value 18,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-17 11:14:27.764660
Case 1138,Resolve ticket,Value 13,2012-01-17 11:49:33.000,Variant 1,1,Variant 1,Value 1,Value 70,Value 4,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2012-01-17 11:23:40.750000
Case 736,Resolve ticket,Value 2,2012-01-17 11:55:34.000,Variant 1,1,Variant 1,Value 1,Value 226,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2012-01-17 06:24:38.925524
Case 2063,Take in charge ticket,Value 4,2012-01-17 11:59:06.000,Variant 1,1,Variant 1,Value 1,Value 53,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-17 11:47:51.750000
Case 2063,Resolve ticket,Value 4,2012-01-17 12:01:08.000,Variant 1,1,Variant 1,Value 1,Value 53,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-17 12:00:19.633025
Case 1248,Wait,Value 2,2012-01-17 13:37:05.000,Variant 14,14,Variant 14,Value 1,Value 145,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2012-01-17 12:19:13.500000
Case 3572,Resolve ticket,Value 13,2012-01-17 13:43:42.000,Variant 11,11,Variant 11,Value 1,Value 58,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-17 13:17:49.750000
Case 4188,Closed,Value 5,2012-01-17 13:52:26.000,Variant 1,1,Variant 1,Value 1,Value 244,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2012-01-17 11:16:34.125000
Case 2911,Take in charge ticket,Value 13,2012-01-17 14:12:18.000,Variant 1,1,Variant 1,Value 1,Value 3,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-17 12:23:01.814589
Case 3718,Assign seriousness,Value 1,2012-01-17 14:20:12.000,Variant 42,42,Variant 42,Value 1,Value 28,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1,2012-01-17 13:24:32.903972
Case 4191,Resolve ticket,Value 9,2012-01-17 14:26:29.000,Variant 8,8,Variant 8,Value 1,Value 14,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-17 14:00:36.750000
Case 4191,Resolve ticket,Value 9,2012-01-17 14:26:29.000,Variant 8,8,Variant 8,Value 1,Value 14,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-17 14:25:29.000000
Case 3871,Resolve ticket,Value 10,2012-01-17 14:27:07.000,Variant 1,1,Variant 1,Value 1,Value 103,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-17 14:01:14.750000
Case 2823,Resolve ticket,Value 2,2012-01-17 14:28:11.000,Variant 1,1,Variant 1,Value 1,Value 74,Value 11,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-17 14:02:18.750000
Case 1444,Take in charge ticket,Value 9,2012-01-17 14:31:59.000,Variant 1,1,Variant 1,Value 1,Value 224,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-17 13:32:28.921038
Case 3811,Assign seriousness,Value 4,2012-01-17 14:40:21.000,Variant 1,1,Variant 1,Value 1,Value 53,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2012-01-17 14:13:41.584403
Case 1444,Resolve ticket,Value 9,2012-01-17 14:49:02.000,Variant 1,1,Variant 1,Value 1,Value 224,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-17 14:43:08.721728
Case 1653,Resolve ticket,Value 1,2012-01-17 15:46:20.000,Variant 1,1,Variant 1,Value 1,Value 249,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-17 15:20:27.750000
Case 866,Assign seriousness,Value 1,2012-01-17 16:04:58.000,Variant 1,1,Variant 1,Value 1,Value 63,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-17 15:58:29.608302
Case 3894,Resolve ticket,Value 2,2012-01-17 16:29:59.000,Variant 1,1,Variant 1,Value 1,Value 357,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2012-01-17 16:04:06.750000
Case 1745,Closed,Value 5,2012-01-17 17:00:31.000,Variant 11,11,Variant 11,Value 1,Value 287,Value 15,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-17 14:24:39.125000
Case 403,Take in charge ticket,Value 6,2012-01-18 08:04:57.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2012-01-18 07:53:42.750000
Case 2286,Assign seriousness,Value 1,2012-01-18 08:08:50.000,Variant 1,1,Variant 1,Value 1,Value 17,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2012-01-18 07:37:08.456160
Case 3916,Closed,Value 5,2012-01-18 08:10:53.000,Variant 11,11,Variant 11,Value 1,Value 65,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1,2012-01-18 05:35:01.125000
Case 177,Assign seriousness,Value 1,2012-01-18 08:12:04.000,Variant 1,1,Variant 1,Value 1,Value 88,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-18 07:41:22.632083
Case 35,Assign seriousness,Value 1,2012-01-18 08:15:30.000,Variant 5,5,Variant 5,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2012-01-18 07:38:50.952364
Case 403,Resolve ticket,Value 6,2012-01-18 08:17:49.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2,2012-01-18 08:12:29.630156
Case 177,Take in charge ticket,Value 1,2012-01-18 08:21:52.000,Variant 1,1,Variant 1,Value 1,Value 88,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-18 08:19:04.573240
Case 2982,Closed,Value 5,2012-01-18 08:30:24.000,Variant 8,8,Variant 8,Value 1,Value 74,Value 11,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-18 05:54:32.125000
Case 4314,Wait,Value 9,2012-01-18 09:01:39.000,Variant 2,2,Variant 2,Value 1,Value 22,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-18 07:43:47.500000
Case 269,Closed,Value 5,2012-01-18 09:15:26.000,Variant 11,11,Variant 11,Value 1,Value 13,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2012-01-18 06:39:34.125000
Case 756,Resolve ticket,Value 4,2012-01-18 09:31:15.000,Variant 1,1,Variant 1,Value 1,Value 156,Value 18,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-18 09:05:22.750000
Case 3322,Closed,Value 5,2012-01-18 09:34:46.000,Variant 3,3,Variant 3,Value 1,Value 120,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1,2012-01-18 06:58:54.125000
Case 1127,Assign seriousness,Value 4,2012-01-18 09:39:21.000,Variant 1,1,Variant 1,Value 1,Value 262,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-18 08:59:01.036332
Case 177,Resolve ticket,Value 1,2012-01-18 09:42:03.000,Variant 1,1,Variant 1,Value 1,Value 88,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-18 09:19:13.118807
Case 1931,Assign seriousness,Value 1,2012-01-18 09:45:57.000,Variant 6,6,Variant 6,Value 1,Value 22,Value 12,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-18 09:07:43.039460
Case 35,Resolve ticket,Value 1,2012-01-18 09:46:37.000,Variant 5,5,Variant 5,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1,2012-01-18 09:20:40.329769
Case 2626,Assign seriousness,Value 1,2012-01-18 10:11:05.000,Variant 1,1,Variant 1,Value 1,Value 74,Value 11,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-18 09:37:08.282637
Case 2542,Assign seriousness,Value 1,2012-01-18 10:12:13.000,Variant 1,1,Variant 1,Value 1,Value 306,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1,2012-01-18 09:33:17.839292
