Activity,lifecycle:transition_start,Resource,Start Timestamp,Activity_start,Resource_start,Case ID,case:variant_start,case:variant-index_start,case:creator_start,event_index_start,EventID,lifecycle:transition_complete,org:resource_complete,Complete Timestamp,Activity_complete,Resource_complete,case:variant_complete,case:variant-index_complete,case:creator_complete,event_index_complete,duration,duration_seconds,duration_ms,duration_hours
Revisar curso,start,19019,2016-04-04 16:07:02,Revisar curso,19019,106451,Variant 4,4,Fluxicon Disco,0,106451_Revisar curso_0,complete,19019,2016-04-04 16:07:04,Revisar curso,19019,Variant 4,4,Fluxicon Disco,0,0 days 00:00:02,2.0,2000.0,0.0005555555555555556
Evaluacion curso,start,19295,2016-04-04 16:09:09,Evaluacion curso,19295,106451,Variant 4,4,Fluxicon Disco,0,106451_Evaluacion curso_0,complete,19295,2016-04-04 23:19:40,Evaluacion curso,19295,Variant 4,4,Fluxicon Disco,0,0 days 07:10:31,25831.0,25831000.0,7.175277777777778
Validar solicitud / pre-homologacion,start,19019,2016-06-22 00:41:03,Validar solicitud / pre-homologacion,19019,106451,Variant 4,4,Fluxicon Disco,0,106451_Validar solicitud / pre-homologacion_0,complete,19019,2016-06-22 00:46:38,Validar solicitud / pre-homologacion,19019,Variant 4,4,Fluxicon Disco,0,0 days 00:05:35,335.0,335000.0,0.09305555555555556
Traer informacion estudiante - banner,start,17769,2016-04-03 15:32:20,Traer informacion estudiante - banner,17769,106501,Variant 1,1,Fluxicon Disco,0,106501_Traer informacion estudiante - banner_0,complete,17769,2016-04-03 15:32:20,Traer informacion estudiante - banner,17769,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,17769,2016-04-03 15:32:27,Radicar Solicitud Homologacion,17769,106501,Variant 1,1,Fluxicon Disco,0,106501_Radicar Solicitud Homologacion_0,complete,17769,2016-04-03 15:32:27,Radicar Solicitud Homologacion,17769,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Cancelar Solicitud,start,7080,2016-04-03 15:50:44,Cancelar Solicitud,7080,106501,Variant 1,1,Fluxicon Disco,0,106501_Cancelar Solicitud_0,complete,7080,2016-04-03 15:54:44,Cancelar Solicitud,7080,Variant 1,1,Fluxicon Disco,0,0 days 00:04:00,240.0,240000.0,0.06666666666666667
Notificacion estudiante cancelacion soli,start,7080,2016-04-04 20:01:34,Notificacion estudiante cancelacion soli,7080,106501,Variant 1,1,Fluxicon Disco,0,106501_Notificacion estudiante cancelacion soli_0,complete,7080,2016-04-04 20:01:34,Notificacion estudiante cancelacion soli,7080,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,3113,2016-04-03 19:38:41,Traer informacion estudiante - banner,3113,106551,Variant 3,3,Fluxicon Disco,0,106551_Traer informacion estudiante - banner_0,complete,3113,2016-04-03 19:38:41,Traer informacion estudiante - banner,3113,Variant 3,3,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,3113,2016-04-03 19:38:46,Radicar Solicitud Homologacion,3113,106551,Variant 3,3,Fluxicon Disco,0,106551_Radicar Solicitud Homologacion_0,complete,3113,2016-04-03 19:38:46,Radicar Solicitud Homologacion,3113,Variant 3,3,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Validar solicitud,start,1707,2016-04-03 20:00:05,Validar solicitud,1707,106551,Variant 3,3,Fluxicon Disco,0,106551_Validar solicitud_0,complete,1707,2016-04-03 21:13:30,Validar solicitud,1707,Variant 3,3,Fluxicon Disco,0,0 days 01:13:25,4405.0,4405000.0,1.2236111111111112
Homologacion por grupo de cursos,start,15930,2016-04-15 17:25:32,Homologacion por grupo de cursos,15930,106551,Variant 3,3,Fluxicon Disco,0,106551_Homologacion por grupo de cursos_0,complete,15930,2016-04-15 19:32:06,Homologacion por grupo de cursos,15930,Variant 3,3,Fluxicon Disco,0,0 days 02:06:34,7594.0,7594000.0,2.1094444444444442
Revisar curso,start,1707,2016-04-15 17:25:32,Revisar curso,1707,106551,Variant 3,3,Fluxicon Disco,0,106551_Revisar curso_0,complete,1707,2016-04-15 18:53:02,Revisar curso,1707,Variant 3,3,Fluxicon Disco,0,0 days 01:27:30,5250.0,5250000.0,1.4583333333333333
Evaluacion curso,start,15930,2016-05-02 16:56:14,Evaluacion curso,15930,106551,Variant 3,3,Fluxicon Disco,0,106551_Evaluacion curso_0,complete,15930,2016-05-02 17:19:17,Evaluacion curso,15930,Variant 3,3,Fluxicon Disco,0,0 days 00:23:03,1383.0,1383000.0,0.38416666666666666
Validacion final,start,1707,2016-05-05 04:57:49,Validacion final,1707,106551,Variant 3,3,Fluxicon Disco,0,106551_Validacion final_0,complete,1707,2016-05-05 04:57:49,Validacion final,1707,Variant 3,3,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Visto Bueno Cierre Proceso,start,15930,2016-05-05 15:56:29,Visto Bueno Cierre Proceso,15930,106551,Variant 3,3,Fluxicon Disco,0,106551_Visto Bueno Cierre Proceso_0,complete,15930,2016-05-05 16:12:29,Visto Bueno Cierre Proceso,15930,Variant 3,3,Fluxicon Disco,0,0 days 00:16:00,960.0,960000.0,0.26666666666666666
Traer informacion estudiante - banner,start,11342,2016-04-03 22:49:22,Traer informacion estudiante - banner,11342,106601,Variant 1,1,Fluxicon Disco,0,106601_Traer informacion estudiante - banner_0,complete,11342,2016-04-03 22:49:22,Traer informacion estudiante - banner,11342,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,11342,2016-04-03 22:49:29,Radicar Solicitud Homologacion,11342,106601,Variant 1,1,Fluxicon Disco,0,106601_Radicar Solicitud Homologacion_0,complete,11342,2016-04-03 22:49:29,Radicar Solicitud Homologacion,11342,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Cancelar Solicitud,start,18929,2016-04-03 23:04:09,Cancelar Solicitud,18929,106601,Variant 1,1,Fluxicon Disco,0,106601_Cancelar Solicitud_0,complete,18929,2016-04-04 01:26:51,Cancelar Solicitud,18929,Variant 1,1,Fluxicon Disco,0,0 days 02:22:42,8562.0,8562000.0,2.3783333333333334
Notificacion estudiante cancelacion soli,start,18929,2016-04-28 00:42:24,Notificacion estudiante cancelacion soli,18929,106601,Variant 1,1,Fluxicon Disco,0,106601_Notificacion estudiante cancelacion soli_0,complete,18929,2016-04-28 00:42:24,Notificacion estudiante cancelacion soli,18929,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Cancelar Solicitud,start,22475,2016-04-03 22:07:14,Cancelar Solicitud,22475,106651,Variant 17,17,Fluxicon Disco,0,106651_Cancelar Solicitud_0,complete,22475,2016-04-03 22:09:00,Cancelar Solicitud,22475,Variant 17,17,Fluxicon Disco,0,0 days 00:01:46,106.0,106000.0,0.029444444444444443
Traer informacion estudiante - banner,start,5593,2016-04-03 23:37:48,Traer informacion estudiante - banner,5593,106651,Variant 17,17,Fluxicon Disco,0,106651_Traer informacion estudiante - banner_0,complete,5593,2016-04-03 23:37:48,Traer informacion estudiante - banner,5593,Variant 17,17,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,5593,2016-04-03 23:37:55,Radicar Solicitud Homologacion,5593,106651,Variant 17,17,Fluxicon Disco,0,106651_Radicar Solicitud Homologacion_0,complete,5593,2016-04-03 23:37:55,Radicar Solicitud Homologacion,5593,Variant 17,17,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Notificacion estudiante cancelacion soli,start,22475,2016-04-04 17:46:39,Notificacion estudiante cancelacion soli,22475,106651,Variant 17,17,Fluxicon Disco,0,106651_Notificacion estudiante cancelacion soli_0,complete,22475,2016-04-04 17:46:39,Notificacion estudiante cancelacion soli,22475,Variant 17,17,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,8651,2016-04-03 23:56:04,Traer informacion estudiante - banner,8651,106701,Variant 4,4,Fluxicon Disco,0,106701_Traer informacion estudiante - banner_0,complete,8651,2016-04-03 23:56:04,Traer informacion estudiante - banner,8651,Variant 4,4,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,8651,2016-04-03 23:56:10,Radicar Solicitud Homologacion,8651,106701,Variant 4,4,Fluxicon Disco,0,106701_Radicar Solicitud Homologacion_0,complete,8651,2016-04-03 23:56:10,Radicar Solicitud Homologacion,8651,Variant 4,4,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Validar solicitud,start,19019,2016-04-04 00:08:08,Validar solicitud,19019,106701,Variant 4,4,Fluxicon Disco,0,106701_Validar solicitud_0,complete,19019,2016-04-04 00:32:22,Validar solicitud,19019,Variant 4,4,Fluxicon Disco,0,0 days 00:24:14,1454.0,1454000.0,0.4038888888888889
Homologacion por grupo de cursos,start,19019,2016-04-07 16:14:50,Homologacion por grupo de cursos,19019,106701,Variant 4,4,Fluxicon Disco,0,106701_Homologacion por grupo de cursos_0,complete,19019,2016-04-07 17:13:13,Homologacion por grupo de cursos,19019,Variant 4,4,Fluxicon Disco,0,0 days 00:58:23,3503.0,3503000.0,0.9730555555555556
Revisar curso,start,26757,2016-04-07 16:14:50,Revisar curso,26757,106701,Variant 4,4,Fluxicon Disco,0,106701_Revisar curso_0,complete,26757,2016-04-07 17:06:36,Revisar curso,26757,Variant 4,4,Fluxicon Disco,0,0 days 00:51:46,3106.0,3106000.0,0.8627777777777778
Evaluacion curso,start,26757,2016-04-15 22:00:52,Evaluacion curso,26757,106701,Variant 4,4,Fluxicon Disco,0,106701_Evaluacion curso_0,complete,26757,2016-04-15 22:08:13,Evaluacion curso,26757,Variant 4,4,Fluxicon Disco,0,0 days 00:07:21,441.0,441000.0,0.1225
Validar solicitud / pre-homologacion,start,19019,2016-04-18 19:21:52,Validar solicitud / pre-homologacion,19019,106701,Variant 4,4,Fluxicon Disco,0,106701_Validar solicitud / pre-homologacion_0,complete,19019,2016-04-18 19:21:52,Validar solicitud / pre-homologacion,19019,Variant 4,4,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,8651,2016-04-04 00:10:27,Traer informacion estudiante - banner,8651,106702,Variant 13,13,Fluxicon Disco,0,106702_Traer informacion estudiante - banner_0,complete,8651,2016-04-04 00:10:27,Traer informacion estudiante - banner,8651,Variant 13,13,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,8651,2016-04-04 00:10:28,Radicar Solicitud Homologacion,8651,106702,Variant 13,13,Fluxicon Disco,0,106702_Radicar Solicitud Homologacion_0,complete,8651,2016-04-04 00:10:28,Radicar Solicitud Homologacion,8651,Variant 13,13,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Validar solicitud,start,19019,2016-04-04 00:25:31,Validar solicitud,19019,106702,Variant 13,13,Fluxicon Disco,0,106702_Validar solicitud_0,complete,19019,2016-04-04 00:29:31,Validar solicitud,19019,Variant 13,13,Fluxicon Disco,0,0 days 00:04:00,240.0,240000.0,0.06666666666666667
Homologacion por grupo de cursos,start,8651,2016-04-04 21:29:02,Homologacion por grupo de cursos,8651,106702,Variant 13,13,Fluxicon Disco,0,106702_Homologacion por grupo de cursos_0,complete,8651,2016-04-04 22:49:02,Homologacion por grupo de cursos,8651,Variant 13,13,Fluxicon Disco,0,0 days 01:20:00,4800.0,4800000.0,1.3333333333333333
Revisar curso,start,19019,2016-04-04 21:29:03,Revisar curso,19019,106702,Variant 13,13,Fluxicon Disco,0,106702_Revisar curso_0,complete,19019,2016-04-04 21:29:03,Revisar curso,19019,Variant 13,13,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Cancelar curso,start,8651,2016-04-04 21:29:04,Cancelar curso,8651,106702,Variant 13,13,Fluxicon Disco,0,106702_Cancelar curso_0,complete,8651,2016-04-04 22:49:04,Cancelar curso,8651,Variant 13,13,Fluxicon Disco,0,0 days 01:20:00,4800.0,4800000.0,1.3333333333333333
Traer informacion estudiante - banner,start,7820,2016-04-04 06:13:33,Traer informacion estudiante - banner,7820,106801,Variant 76,76,Fluxicon Disco,0,106801_Traer informacion estudiante - banner_0,complete,7820,2016-04-04 06:13:33,Traer informacion estudiante - banner,7820,Variant 76,76,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,7820,2016-04-04 06:13:38,Radicar Solicitud Homologacion,7820,106801,Variant 76,76,Fluxicon Disco,0,106801_Radicar Solicitud Homologacion_0,complete,7820,2016-04-04 06:16:15,Radicar Solicitud Homologacion,7820,Variant 76,76,Fluxicon Disco,0,0 days 00:02:37,157.0,157000.0,0.043611111111111114
Validar solicitud,start,19019,2016-04-04 18:37:47,Validar solicitud,19019,106801,Variant 76,76,Fluxicon Disco,0,106801_Validar solicitud_0,complete,19019,2016-04-04 18:47:09,Validar solicitud,19019,Variant 76,76,Fluxicon Disco,0,0 days 00:09:22,562.0,562000.0,0.15611111111111112
Homologacion por grupo de cursos,start,19019,2016-04-05 21:53:11,Homologacion por grupo de cursos,19019,106801,Variant 76,76,Fluxicon Disco,0,106801_Homologacion por grupo de cursos_0,complete,19019,2016-04-05 23:03:37,Homologacion por grupo de cursos,19019,Variant 76,76,Fluxicon Disco,0,0 days 01:10:26,4226.0,4226000.0,1.173888888888889
Revisar curso,start,26757,2016-04-05 21:53:11,Revisar curso,26757,106801,Variant 76,76,Fluxicon Disco,0,106801_Revisar curso_0,complete,26757,2016-04-05 22:58:22,Revisar curso,26757,Variant 76,76,Fluxicon Disco,0,0 days 01:05:11,3911.0,3911000.0,1.0863888888888888
Validar solicitud / pre-homologacion,start,19019,2016-04-15 23:00:13,Validar solicitud / pre-homologacion,19019,106801,Variant 76,76,Fluxicon Disco,0,106801_Validar solicitud / pre-homologacion_0,complete,19019,2016-04-15 23:05:39,Validar solicitud / pre-homologacion,19019,Variant 76,76,Fluxicon Disco,0,0 days 00:05:26,326.0,326000.0,0.09055555555555556
Evaluacion curso,start,26757,2016-04-15 23:11:54,Evaluacion curso,26757,106801,Variant 76,76,Fluxicon Disco,0,106801_Evaluacion curso_0,complete,26757,2016-04-15 23:11:54,Evaluacion curso,26757,Variant 76,76,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,7820,2016-04-04 06:14:30,Traer informacion estudiante - banner,7820,106802,Variant 4,4,Fluxicon Disco,0,106802_Traer informacion estudiante - banner_0,complete,7820,2016-04-04 06:14:30,Traer informacion estudiante - banner,7820,Variant 4,4,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,7820,2016-04-04 06:14:31,Radicar Solicitud Homologacion,7820,106802,Variant 4,4,Fluxicon Disco,0,106802_Radicar Solicitud Homologacion_0,complete,7820,2016-04-04 06:17:12,Radicar Solicitud Homologacion,7820,Variant 4,4,Fluxicon Disco,0,0 days 00:02:41,161.0,161000.0,0.04472222222222222
Validar solicitud,start,19019,2016-04-04 18:41:48,Validar solicitud,19019,106802,Variant 4,4,Fluxicon Disco,0,106802_Validar solicitud_0,complete,19019,2016-04-04 18:51:06,Validar solicitud,19019,Variant 4,4,Fluxicon Disco,0,0 days 00:09:18,558.0,558000.0,0.155
Homologacion por grupo de cursos,start,19019,2016-04-05 21:54:07,Homologacion por grupo de cursos,19019,106802,Variant 4,4,Fluxicon Disco,0,106802_Homologacion por grupo de cursos_0,complete,19019,2016-04-05 23:04:44,Homologacion por grupo de cursos,19019,Variant 4,4,Fluxicon Disco,0,0 days 01:10:37,4237.0,4237000.0,1.1769444444444443
Revisar curso,start,26757,2016-04-05 21:54:07,Revisar curso,26757,106802,Variant 4,4,Fluxicon Disco,0,106802_Revisar curso_0,complete,26757,2016-04-05 22:59:25,Revisar curso,26757,Variant 4,4,Fluxicon Disco,0,0 days 01:05:18,3918.0,3918000.0,1.0883333333333334
Evaluacion curso,start,26757,2016-04-15 23:18:32,Evaluacion curso,26757,106802,Variant 4,4,Fluxicon Disco,0,106802_Evaluacion curso_0,complete,26757,2016-04-15 23:24:34,Evaluacion curso,26757,Variant 4,4,Fluxicon Disco,0,0 days 00:06:02,362.0,362000.0,0.10055555555555555
Validar solicitud / pre-homologacion,start,19019,2016-04-18 19:20:42,Validar solicitud / pre-homologacion,19019,106802,Variant 4,4,Fluxicon Disco,0,106802_Validar solicitud / pre-homologacion_0,complete,19019,2016-04-18 19:20:42,Validar solicitud / pre-homologacion,19019,Variant 4,4,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,22829,2016-04-04 06:09:09,Traer informacion estudiante - banner,22829,106851,Variant 30,30,Fluxicon Disco,0,106851_Traer informacion estudiante - banner_0,complete,22829,2016-04-04 06:09:09,Traer informacion estudiante - banner,22829,Variant 30,30,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,22829,2016-04-04 06:09:13,Radicar Solicitud Homologacion,22829,106851,Variant 30,30,Fluxicon Disco,0,106851_Radicar Solicitud Homologacion_0,complete,22829,2016-04-04 06:11:56,Radicar Solicitud Homologacion,22829,Variant 30,30,Fluxicon Disco,0,0 days 00:02:43,163.0,163000.0,0.04527777777777778
Validar solicitud,start,22475,2016-04-04 18:43:24,Validar solicitud,22475,106851,Variant 30,30,Fluxicon Disco,0,106851_Validar solicitud_0,complete,22475,2016-04-04 18:44:24,Validar solicitud,22475,Variant 30,30,Fluxicon Disco,0,0 days 00:01:00,60.0,60000.0,0.016666666666666666
Homologacion por grupo de cursos,start,1343,2016-04-04 19:44:16,Homologacion por grupo de cursos,1343,106851,Variant 30,30,Fluxicon Disco,0,106851_Homologacion por grupo de cursos_0,complete,1343,2016-04-05 00:07:39,Homologacion por grupo de cursos,1343,Variant 30,30,Fluxicon Disco,0,0 days 04:23:23,15803.0,15803000.0,4.389722222222222
Revisar curso,start,22534,2016-04-04 19:44:17,Revisar curso,22534,106851,Variant 30,30,Fluxicon Disco,0,106851_Revisar curso_0,complete,22534,2016-04-04 22:08:32,Revisar curso,22534,Variant 30,30,Fluxicon Disco,0,0 days 02:24:15,8655.0,8655000.0,2.404166666666667
Evaluacion curso,start,22534,2016-04-28 21:42:52,Evaluacion curso,22534,106851,Variant 30,30,Fluxicon Disco,0,106851_Evaluacion curso_0,complete,22534,2016-04-28 22:01:09,Evaluacion curso,22534,Variant 30,30,Fluxicon Disco,0,0 days 00:18:17,1097.0,1097000.0,0.3047222222222222
Visto Bueno Cierre Proceso,start,1343,2016-05-02 22:18:46,Visto Bueno Cierre Proceso,1343,106851,Variant 30,30,Fluxicon Disco,0,106851_Visto Bueno Cierre Proceso_0,complete,1343,2016-05-03 00:01:34,Visto Bueno Cierre Proceso,1343,Variant 30,30,Fluxicon Disco,0,0 days 01:42:48,6168.0,6168000.0,1.7133333333333334
Validacion final,start,22475,2016-05-03 00:17:14,Validacion final,22475,106851,Variant 30,30,Fluxicon Disco,0,106851_Validacion final_0,complete,22475,2016-05-03 00:17:14,Validacion final,22475,Variant 30,30,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Transferir Creditos,start,1343,2016-05-20 19:07:28,Transferir Creditos,1343,106851,Variant 30,30,Fluxicon Disco,0,106851_Transferir Creditos_0,complete,1343,2016-05-20 19:07:28,Transferir Creditos,1343,Variant 30,30,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Transferir creditos homologables,start,1343,2016-05-20 19:07:28,Transferir creditos homologables,1343,106851,Variant 30,30,Fluxicon Disco,0,106851_Transferir creditos homologables_0,complete,1343,2016-05-20 19:07:28,Transferir creditos homologables,1343,Variant 30,30,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,7573,2016-04-04 16:04:01,Traer informacion estudiante - banner,7573,106953,Variant 13,13,Fluxicon Disco,0,106953_Traer informacion estudiante - banner_0,complete,7573,2016-04-04 16:04:01,Traer informacion estudiante - banner,7573,Variant 13,13,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,7573,2016-04-04 16:04:02,Radicar Solicitud Homologacion,7573,106953,Variant 13,13,Fluxicon Disco,0,106953_Radicar Solicitud Homologacion_0,complete,7573,2016-04-04 16:04:06,Radicar Solicitud Homologacion,7573,Variant 13,13,Fluxicon Disco,0,0 days 00:00:04,4.0,4000.0,0.0011111111111111111
Validar solicitud,start,241,2016-04-04 16:08:06,Validar solicitud,241,106953,Variant 13,13,Fluxicon Disco,0,106953_Validar solicitud_0,complete,241,2016-04-04 16:44:01,Validar solicitud,241,Variant 13,13,Fluxicon Disco,0,0 days 00:35:55,2155.0,2155000.0,0.5986111111111111
Homologacion por grupo de cursos,start,7573,2016-04-08 22:03:55,Homologacion por grupo de cursos,7573,106953,Variant 13,13,Fluxicon Disco,0,106953_Homologacion por grupo de cursos_0,complete,7573,2016-04-09 00:16:15,Homologacion por grupo de cursos,7573,Variant 13,13,Fluxicon Disco,0,0 days 02:12:20,7940.0,7940000.0,2.2055555555555557
Revisar curso,start,241,2016-04-08 22:03:55,Revisar curso,241,106953,Variant 13,13,Fluxicon Disco,0,106953_Revisar curso_0,complete,241,2016-04-08 23:10:39,Revisar curso,241,Variant 13,13,Fluxicon Disco,0,0 days 01:06:44,4004.0,4004000.0,1.1122222222222222
Cancelar curso,start,7573,2016-04-08 22:03:55,Cancelar curso,7573,106953,Variant 13,13,Fluxicon Disco,0,106953_Cancelar curso_0,complete,7573,2016-04-09 00:16:15,Cancelar curso,7573,Variant 13,13,Fluxicon Disco,0,0 days 02:12:20,7940.0,7940000.0,2.2055555555555557
Traer informacion estudiante - banner,start,7573,2016-04-04 16:09:13,Traer informacion estudiante - banner,7573,106954,Variant 1,1,Fluxicon Disco,0,106954_Traer informacion estudiante - banner_0,complete,7573,2016-04-04 16:09:13,Traer informacion estudiante - banner,7573,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,7573,2016-04-04 16:09:14,Radicar Solicitud Homologacion,7573,106954,Variant 1,1,Fluxicon Disco,0,106954_Radicar Solicitud Homologacion_0,complete,7573,2016-04-04 16:09:18,Radicar Solicitud Homologacion,7573,Variant 1,1,Fluxicon Disco,0,0 days 00:00:04,4.0,4000.0,0.0011111111111111111
Cancelar Solicitud,start,241,2016-04-04 16:13:14,Cancelar Solicitud,241,106954,Variant 1,1,Fluxicon Disco,0,106954_Cancelar Solicitud_0,complete,241,2016-04-04 16:33:49,Cancelar Solicitud,241,Variant 1,1,Fluxicon Disco,0,0 days 00:20:35,1235.0,1235000.0,0.34305555555555556
Notificacion estudiante cancelacion soli,start,241,2016-04-06 22:48:54,Notificacion estudiante cancelacion soli,241,106954,Variant 1,1,Fluxicon Disco,0,106954_Notificacion estudiante cancelacion soli_0,complete,241,2016-04-06 22:48:54,Notificacion estudiante cancelacion soli,241,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,22829,2016-04-04 18:43:48,Traer informacion estudiante - banner,22829,107003,Variant 8,8,Fluxicon Disco,0,107003_Traer informacion estudiante - banner_0,complete,22829,2016-04-04 18:43:48,Traer informacion estudiante - banner,22829,Variant 8,8,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,22829,2016-04-04 18:43:50,Radicar Solicitud Homologacion,22829,107003,Variant 8,8,Fluxicon Disco,0,107003_Radicar Solicitud Homologacion_0,complete,22829,2016-04-04 18:43:55,Radicar Solicitud Homologacion,22829,Variant 8,8,Fluxicon Disco,0,0 days 00:00:05,5.0,5000.0,0.001388888888888889
Cancelar Solicitud,start,22829,2016-04-04 18:49:28,Cancelar Solicitud,22829,107003,Variant 8,8,Fluxicon Disco,0,107003_Cancelar Solicitud_0,complete,22829,2016-04-04 19:56:46,Cancelar Solicitud,22829,Variant 8,8,Fluxicon Disco,0,0 days 01:07:18,4038.0,4038000.0,1.1216666666666666
Validar solicitud,start,22475,2016-04-04 18:49:28,Validar solicitud,22475,107003,Variant 8,8,Fluxicon Disco,0,107003_Validar solicitud_0,complete,22475,2016-04-04 18:50:18,Validar solicitud,22475,Variant 8,8,Fluxicon Disco,0,0 days 00:00:50,50.0,50000.0,0.013888888888888888
Revisar curso,start,49,2016-04-04 19:39:51,Revisar curso,49,107003,Variant 8,8,Fluxicon Disco,0,107003_Revisar curso_0,complete,49,2016-04-04 19:55:13,Revisar curso,49,Variant 8,8,Fluxicon Disco,0,0 days 00:15:22,922.0,922000.0,0.2561111111111111
Notificacion estudiante cancelacion soli,start,22829,2016-04-15 00:07:51,Notificacion estudiante cancelacion soli,22829,107003,Variant 8,8,Fluxicon Disco,0,107003_Notificacion estudiante cancelacion soli_0,complete,22829,2016-04-15 00:07:51,Notificacion estudiante cancelacion soli,22829,Variant 8,8,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,22829,2016-04-04 18:50:08,Traer informacion estudiante - banner,22829,107004,Variant 1,1,Fluxicon Disco,0,107004_Traer informacion estudiante - banner_0,complete,22829,2016-04-04 18:50:08,Traer informacion estudiante - banner,22829,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,22829,2016-04-04 18:50:11,Radicar Solicitud Homologacion,22829,107004,Variant 1,1,Fluxicon Disco,0,107004_Radicar Solicitud Homologacion_0,complete,22829,2016-04-04 18:50:21,Radicar Solicitud Homologacion,22829,Variant 1,1,Fluxicon Disco,0,0 days 00:00:10,10.0,10000.0,0.002777777777777778
Cancelar Solicitud,start,22475,2016-04-04 19:00:28,Cancelar Solicitud,22475,107004,Variant 1,1,Fluxicon Disco,0,107004_Cancelar Solicitud_0,complete,22475,2016-04-04 19:01:05,Cancelar Solicitud,22475,Variant 1,1,Fluxicon Disco,0,0 days 00:00:37,37.0,37000.0,0.010277777777777778
Notificacion estudiante cancelacion soli,start,22475,2016-04-04 19:38:08,Notificacion estudiante cancelacion soli,22475,107004,Variant 1,1,Fluxicon Disco,0,107004_Notificacion estudiante cancelacion soli_0,complete,22475,2016-04-04 19:38:08,Notificacion estudiante cancelacion soli,22475,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,22829,2016-04-04 19:05:02,Traer informacion estudiante - banner,22829,107006,Variant 77,77,Fluxicon Disco,0,107006_Traer informacion estudiante - banner_0,complete,22829,2016-04-04 19:05:02,Traer informacion estudiante - banner,22829,Variant 77,77,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,22829,2016-04-04 19:05:03,Radicar Solicitud Homologacion,22829,107006,Variant 77,77,Fluxicon Disco,0,107006_Radicar Solicitud Homologacion_0,complete,22829,2016-04-04 19:05:54,Radicar Solicitud Homologacion,22829,Variant 77,77,Fluxicon Disco,0,0 days 00:00:51,51.0,51000.0,0.014166666666666666
Homologacion por grupo de cursos,start,1343,2016-04-04 19:34:08,Homologacion por grupo de cursos,1343,107006,Variant 77,77,Fluxicon Disco,0,107006_Homologacion por grupo de cursos_0,complete,1343,2016-04-04 23:57:40,Homologacion por grupo de cursos,1343,Variant 77,77,Fluxicon Disco,0,0 days 04:23:32,15812.0,15812000.0,4.392222222222222
