Activity,lifecycle:transition_start,org:resource_start,Start Timestamp,Complete Timestamp,Resource,Case ID,case:variant_start,case:variant-index_start,case:creator_start,event_index_start,EventID,lifecycle:transition_complete,org:resource_complete,Unnamed: 14,Activity_complete,Resource_complete,case:variant_complete,case:variant-index_complete,case:creator_complete,event_index_complete,duration,duration_seconds,duration_ms,duration_hours,Activity_start
Validar solicitud / pre-homologacion,start,19019,2016-04-12 23:22:52,2016-04-12 23:22:52,19019,108404,Variant 4,4,Fluxicon Disco,0,108404_Validar solicitud / pre-homologacion_0,complete,19019,,Validar solicitud / pre-homologacion,19019,Variant 4,4,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Validar solicitud / pre-homologacion
Traer informacion estudiante - banner,start,9420,2016-04-08 21:29:48,2016-04-08 21:29:48,9420,108451,Variant 18,18,Fluxicon Disco,0,108451_Traer informacion estudiante - banner_0,complete,9420,,Traer informacion estudiante - banner,9420,Variant 18,18,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,9420,2016-04-08 21:29:53,2016-04-08 21:29:53,9420,108451,Variant 18,18,Fluxicon Disco,0,108451_Radicar Solicitud Homologacion_0,complete,9420,,Radicar Solicitud Homologacion,9420,Variant 18,18,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Radicar Solicitud Homologacion
Validar solicitud,start,677,2016-04-08 21:44:59,2016-04-08 22:44:59,677,108451,Variant 18,18,Fluxicon Disco,0,108451_Validar solicitud_0,complete,677,,Validar solicitud,677,Variant 18,18,Fluxicon Disco,0,0 days 01:00:00,3600,3600000,1.0,Validar solicitud
Homologacion por grupo de cursos,start,677,2016-04-20 15:07:24,2016-04-20 15:07:24,677,108451,Variant 18,18,Fluxicon Disco,0,108451_Homologacion por grupo de cursos_0,complete,677,,Homologacion por grupo de cursos,677,Variant 18,18,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Homologacion por grupo de cursos
Cancelar curso,start,677,2016-04-20 15:07:26,2016-04-20 15:07:26,677,108451,Variant 18,18,Fluxicon Disco,0,108451_Cancelar curso_0,complete,677,,Cancelar curso,677,Variant 18,18,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Cancelar curso
Revisar curso,start,19019,2016-04-08 21:53:37,2016-04-08 22:14:23,19019,108452,Variant 81,81,Fluxicon Disco,0,108452_Revisar curso_0,complete,19019,,Revisar curso,19019,Variant 81,81,Fluxicon Disco,0,0 days 00:20:46,1246,1246000,0.346111111111111,Revisar curso
Traer informacion estudiante - banner,start,4126,2016-04-08 23:37:20,2016-04-08 23:37:20,4126,108452,Variant 81,81,Fluxicon Disco,0,108452_Traer informacion estudiante - banner_0,complete,4126,,Traer informacion estudiante - banner,4126,Variant 81,81,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,4126,2016-04-08 23:37:23,2016-04-08 23:37:34,4126,108452,Variant 81,81,Fluxicon Disco,0,108452_Radicar Solicitud Homologacion_0,complete,4126,,Radicar Solicitud Homologacion,4126,Variant 81,81,Fluxicon Disco,0,0 days 00:00:11,11,11000,0.0030555555555555,Radicar Solicitud Homologacion
Cancelar Solicitud,start,4126,2016-04-08 23:49:18,2016-04-09 00:37:59,4126,108452,Variant 81,81,Fluxicon Disco,0,108452_Cancelar Solicitud_0,complete,4126,,Cancelar Solicitud,4126,Variant 81,81,Fluxicon Disco,0,0 days 00:48:41,2921,2921000,0.811388888888889,Cancelar Solicitud
Validar solicitud,start,22475,2016-04-08 23:49:18,2016-04-08 23:49:18,22475,108452,Variant 81,81,Fluxicon Disco,0,108452_Validar solicitud_0,complete,22475,,Validar solicitud,22475,Variant 81,81,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Validar solicitud
Evaluacion curso,start,19019,2016-04-13 16:46:36,2016-04-13 17:12:19,19019,108452,Variant 81,81,Fluxicon Disco,0,108452_Evaluacion curso_0,complete,19019,,Evaluacion curso,19019,Variant 81,81,Fluxicon Disco,0,0 days 00:25:43,1543,1543000,0.428611111111111,Evaluacion curso
Validacion final,start,22475,2016-04-18 18:30:17,2016-04-18 18:30:43,22475,108452,Variant 81,81,Fluxicon Disco,0,108452_Validacion final_0,complete,22475,,Validacion final,22475,Variant 81,81,Fluxicon Disco,0,0 days 00:00:26,26,26000,0.0072222222222222,Validacion final
Notificacion estudiante cancelacion soli,start,4126,2016-04-19 00:30:47,2016-04-19 00:30:47,4126,108452,Variant 81,81,Fluxicon Disco,0,108452_Notificacion estudiante cancelacion soli_0,complete,4126,,Notificacion estudiante cancelacion soli,4126,Variant 81,81,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,5488,2016-04-09 01:02:53,2016-04-09 01:02:53,5488,108454,Variant 18,18,Fluxicon Disco,0,108454_Traer informacion estudiante - banner_0,complete,5488,,Traer informacion estudiante - banner,5488,Variant 18,18,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,5488,2016-04-09 01:02:54,2016-04-09 01:23:33,5488,108454,Variant 18,18,Fluxicon Disco,0,108454_Radicar Solicitud Homologacion_0,complete,5488,,Radicar Solicitud Homologacion,5488,Variant 18,18,Fluxicon Disco,0,0 days 00:20:39,1239,1239000,0.344166666666667,Radicar Solicitud Homologacion
Validar solicitud,start,22404,2016-04-13 19:42:15,2016-04-13 19:50:32,22404,108454,Variant 18,18,Fluxicon Disco,0,108454_Validar solicitud_0,complete,22404,,Validar solicitud,22404,Variant 18,18,Fluxicon Disco,0,0 days 00:08:17,497,497000,0.138055555555556,Validar solicitud
Homologacion por grupo de cursos,start,22404,2016-04-14 20:06:42,2016-04-14 20:06:42,22404,108454,Variant 18,18,Fluxicon Disco,0,108454_Homologacion por grupo de cursos_0,complete,22404,,Homologacion por grupo de cursos,22404,Variant 18,18,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Homologacion por grupo de cursos
Cancelar curso,start,22404,2016-04-14 20:06:42,2016-04-14 20:06:42,22404,108454,Variant 18,18,Fluxicon Disco,0,108454_Cancelar curso_0,complete,22404,,Cancelar curso,22404,Variant 18,18,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Cancelar curso
Traer informacion estudiante - banner,start,17625,2016-04-09 03:01:07,2016-04-09 03:01:07,17625,108551,Variant 3,3,Fluxicon Disco,0,108551_Traer informacion estudiante - banner_0,complete,17625,,Traer informacion estudiante - banner,17625,Variant 3,3,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,17625,2016-04-09 03:01:11,2016-04-09 03:01:11,17625,108551,Variant 3,3,Fluxicon Disco,0,108551_Radicar Solicitud Homologacion_0,complete,17625,,Radicar Solicitud Homologacion,17625,Variant 3,3,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Radicar Solicitud Homologacion
Validar solicitud,start,677,2016-04-09 03:20:02,2016-04-09 03:32:12,677,108551,Variant 3,3,Fluxicon Disco,0,108551_Validar solicitud_0,complete,677,,Validar solicitud,677,Variant 3,3,Fluxicon Disco,0,0 days 00:12:10,730,730000,0.202777777777778,Validar solicitud
Homologacion por grupo de cursos,start,3445,2016-04-12 22:10:19,2016-04-13 01:29:17,3445,108551,Variant 3,3,Fluxicon Disco,0,108551_Homologacion por grupo de cursos_0,complete,3445,,Homologacion por grupo de cursos,3445,Variant 3,3,Fluxicon Disco,0,0 days 03:18:58,11938,11938000,3.31611111111111,Homologacion por grupo de cursos
Revisar curso,start,677,2016-04-12 22:10:19,2016-04-12 22:10:19,677,108551,Variant 3,3,Fluxicon Disco,0,108551_Revisar curso_0,complete,677,,Revisar curso,677,Variant 3,3,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Revisar curso
Evaluacion curso,start,7331,2016-04-12 22:10:59,2016-04-13 01:19:02,7331,108551,Variant 3,3,Fluxicon Disco,0,108551_Evaluacion curso_0,complete,7331,,Evaluacion curso,7331,Variant 3,3,Fluxicon Disco,0,0 days 03:08:03,11283,11283000,3.13416666666667,Evaluacion curso
Validacion final,start,677,2016-05-17 16:14:15,2016-05-17 16:16:37,677,108551,Variant 3,3,Fluxicon Disco,0,108551_Validacion final_0,complete,677,,Validacion final,677,Variant 3,3,Fluxicon Disco,0,0 days 00:02:22,142,142000,0.0394444444444444,Validacion final
Visto Bueno Cierre Proceso,start,3445,2016-05-17 18:36:46,2016-05-17 18:45:17,3445,108551,Variant 3,3,Fluxicon Disco,0,108551_Visto Bueno Cierre Proceso_0,complete,3445,,Visto Bueno Cierre Proceso,3445,Variant 3,3,Fluxicon Disco,0,0 days 00:08:31,511,511000,0.141944444444444,Visto Bueno Cierre Proceso
Traer informacion estudiante - banner,start,19531,2016-04-09 17:29:35,2016-04-09 17:29:35,19531,108703,Variant 1,1,Fluxicon Disco,0,108703_Traer informacion estudiante - banner_0,complete,19531,,Traer informacion estudiante - banner,19531,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,19531,2016-04-09 17:29:36,2016-04-09 17:29:36,19531,108703,Variant 1,1,Fluxicon Disco,0,108703_Radicar Solicitud Homologacion_0,complete,19531,,Radicar Solicitud Homologacion,19531,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Radicar Solicitud Homologacion
Cancelar Solicitud,start,294,2016-04-09 19:21:55,2016-04-09 23:05:55,294,108703,Variant 1,1,Fluxicon Disco,0,108703_Cancelar Solicitud_0,complete,294,,Cancelar Solicitud,294,Variant 1,1,Fluxicon Disco,0,0 days 03:44:00,13440,13440000,3.73333333333333,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,294,2016-05-20 02:26:22,2016-05-20 02:26:22,294,108703,Variant 1,1,Fluxicon Disco,0,108703_Notificacion estudiante cancelacion soli_0,complete,294,,Notificacion estudiante cancelacion soli,294,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,23978,2016-04-09 18:49:53,2016-04-09 18:49:53,23978,108751,Variant 29,29,Fluxicon Disco,0,108751_Traer informacion estudiante - banner_0,complete,23978,,Traer informacion estudiante - banner,23978,Variant 29,29,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,23978,2016-04-09 18:49:58,2016-04-09 18:49:58,23978,108751,Variant 29,29,Fluxicon Disco,0,108751_Radicar Solicitud Homologacion_0,complete,23978,,Radicar Solicitud Homologacion,23978,Variant 29,29,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Radicar Solicitud Homologacion
Validar solicitud,start,716,2016-04-09 21:29:20,2016-04-09 21:46:42,716,108751,Variant 29,29,Fluxicon Disco,0,108751_Validar solicitud_0,complete,716,,Validar solicitud,716,Variant 29,29,Fluxicon Disco,0,0 days 00:17:22,1042,1042000,0.289444444444444,Validar solicitud
Homologacion por grupo de cursos,start,12548,2016-04-13 17:22:24,2016-04-13 17:22:46,12548,108751,Variant 29,29,Fluxicon Disco,0,108751_Homologacion por grupo de cursos_0,complete,12548,,Homologacion por grupo de cursos,12548,Variant 29,29,Fluxicon Disco,0,0 days 00:00:22,22,22000,0.0061111111111111,Homologacion por grupo de cursos
Revisar curso,start,716,2016-04-13 17:22:24,2016-04-13 17:22:24,716,108751,Variant 29,29,Fluxicon Disco,0,108751_Revisar curso_0,complete,716,,Revisar curso,716,Variant 29,29,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Revisar curso
Evaluacion curso,start,716,2016-04-13 17:22:50,2016-04-13 17:23:07,716,108751,Variant 29,29,Fluxicon Disco,0,108751_Evaluacion curso_0,complete,716,,Evaluacion curso,716,Variant 29,29,Fluxicon Disco,0,0 days 00:00:17,17,17000,0.0047222222222222,Evaluacion curso
Validacion final,start,716,2016-04-13 17:40:17,2016-04-13 17:40:18,716,108751,Variant 29,29,Fluxicon Disco,0,108751_Validacion final_0,complete,716,,Validacion final,716,Variant 29,29,Fluxicon Disco,0,0 days 00:00:01,1,1000,0.0002777777777777,Validacion final
Visto Bueno Cierre Proceso,start,12548,2016-04-13 17:41:31,2016-04-13 17:41:34,12548,108751,Variant 29,29,Fluxicon Disco,0,108751_Visto Bueno Cierre Proceso_0,complete,12548,,Visto Bueno Cierre Proceso,12548,Variant 29,29,Fluxicon Disco,0,0 days 00:00:03,3,3000,0.0008333333333333,Visto Bueno Cierre Proceso
Transferir creditos homologables,start,12548,2016-04-13 17:45:20,2016-04-13 17:45:20,12548,108751,Variant 29,29,Fluxicon Disco,0,108751_Transferir creditos homologables_0,complete,12548,,Transferir creditos homologables,12548,Variant 29,29,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Transferir creditos homologables
Transferir Creditos,start,12548,2016-04-13 17:45:20,2016-04-13 17:45:20,12548,108751,Variant 29,29,Fluxicon Disco,0,108751_Transferir Creditos_0,complete,12548,,Transferir Creditos,12548,Variant 29,29,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Transferir Creditos
Traer informacion estudiante - banner,start,7638,2016-04-09 23:45:25,2016-04-09 23:45:25,7638,108851,Variant 1,1,Fluxicon Disco,0,108851_Traer informacion estudiante - banner_0,complete,7638,,Traer informacion estudiante - banner,7638,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,7638,2016-04-09 23:45:31,2016-04-09 23:45:31,7638,108851,Variant 1,1,Fluxicon Disco,0,108851_Radicar Solicitud Homologacion_0,complete,7638,,Radicar Solicitud Homologacion,7638,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Radicar Solicitud Homologacion
Cancelar Solicitud,start,22475,2016-04-10 00:01:05,2016-04-10 00:01:05,22475,108851,Variant 1,1,Fluxicon Disco,0,108851_Cancelar Solicitud_0,complete,22475,,Cancelar Solicitud,22475,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,22475,2016-04-11 15:11:36,2016-04-11 15:11:36,22475,108851,Variant 1,1,Fluxicon Disco,0,108851_Notificacion estudiante cancelacion soli_0,complete,22475,,Notificacion estudiante cancelacion soli,22475,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,23530,2016-04-10 00:41:07,2016-04-10 00:41:07,23530,108901,Variant 82,82,Fluxicon Disco,0,108901_Traer informacion estudiante - banner_0,complete,23530,,Traer informacion estudiante - banner,23530,Variant 82,82,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,23530,2016-04-10 00:41:14,2016-04-10 01:01:47,23530,108901,Variant 82,82,Fluxicon Disco,0,108901_Radicar Solicitud Homologacion_0,complete,23530,,Radicar Solicitud Homologacion,23530,Variant 82,82,Fluxicon Disco,0,0 days 00:20:33,1233,1233000,0.3425,Radicar Solicitud Homologacion
Validar solicitud,start,22404,2016-04-13 22:33:14,2016-04-13 22:36:40,22404,108901,Variant 82,82,Fluxicon Disco,0,108901_Validar solicitud_0,complete,22404,,Validar solicitud,22404,Variant 82,82,Fluxicon Disco,0,0 days 00:03:26,206,206000,0.0572222222222222,Validar solicitud
Homologacion por grupo de cursos,start,4560,2016-04-14 13:27:25,2016-04-14 16:29:48,4560,108901,Variant 82,82,Fluxicon Disco,0,108901_Homologacion por grupo de cursos_0,complete,4560,,Homologacion por grupo de cursos,4560,Variant 82,82,Fluxicon Disco,0,0 days 03:02:23,10943,10943000,3.03972222222222,Homologacion por grupo de cursos
Revisar curso,start,943,2016-04-14 13:27:26,2016-04-14 13:27:28,943,108901,Variant 82,82,Fluxicon Disco,0,108901_Revisar curso_0,complete,943,,Revisar curso,943,Variant 82,82,Fluxicon Disco,0,0 days 00:00:02,2,2000,0.0005555555555555,Revisar curso
Revisar curso,start,659,2016-04-14 13:27:28,2016-04-14 13:43:26,659,108901,Variant 82,82,Fluxicon Disco,1,108901_Revisar curso_1,complete,659,,Revisar curso,659,Variant 82,82,Fluxicon Disco,1,0 days 00:15:58,958,958000,0.266111111111111,Revisar curso
Evaluacion curso,start,943,2016-04-14 14:47:15,2016-04-14 14:53:31,943,108901,Variant 82,82,Fluxicon Disco,0,108901_Evaluacion curso_0,complete,943,,Evaluacion curso,943,Variant 82,82,Fluxicon Disco,0,0 days 00:06:16,376,376000,0.104444444444444,Evaluacion curso
Validacion final,start,22404,2016-04-15 00:16:18,2016-04-15 00:22:01,22404,108901,Variant 82,82,Fluxicon Disco,0,108901_Validacion final_0,complete,22404,,Validacion final,22404,Variant 82,82,Fluxicon Disco,0,0 days 00:05:43,343,343000,0.0952777777777778,Validacion final
Visto Bueno Cierre Proceso,start,4560,2016-04-15 20:42:19,2016-04-15 21:34:37,4560,108901,Variant 82,82,Fluxicon Disco,0,108901_Visto Bueno Cierre Proceso_0,complete,4560,,Visto Bueno Cierre Proceso,4560,Variant 82,82,Fluxicon Disco,0,0 days 00:52:18,3138,3138000,0.871666666666667,Visto Bueno Cierre Proceso
Evaluacion curso,start,659,2016-04-18 15:38:31,2016-04-18 16:43:29,659,108901,Variant 82,82,Fluxicon Disco,1,108901_Evaluacion curso_1,complete,659,,Evaluacion curso,659,Variant 82,82,Fluxicon Disco,1,0 days 01:04:58,3898,3898000,1.08277777777778,Evaluacion curso
Transferir Creditos,start,4560,2016-04-26 16:18:58,2016-04-26 16:18:58,4560,108901,Variant 82,82,Fluxicon Disco,0,108901_Transferir Creditos_0,complete,4560,,Transferir Creditos,4560,Variant 82,82,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Transferir Creditos
Validacion final,start,22404,2016-04-28 16:58:47,2016-04-28 17:01:25,22404,108901,Variant 82,82,Fluxicon Disco,1,108901_Validacion final_1,complete,22404,,Validacion final,22404,Variant 82,82,Fluxicon Disco,1,0 days 00:02:38,158,158000,0.0438888888888889,Validacion final
Visto Bueno Cierre Proceso,start,4560,2016-04-28 19:37:07,2016-04-28 21:15:53,4560,108901,Variant 82,82,Fluxicon Disco,1,108901_Visto Bueno Cierre Proceso_1,complete,4560,,Visto Bueno Cierre Proceso,4560,Variant 82,82,Fluxicon Disco,1,0 days 01:38:46,5926,5926000,1.64611111111111,Visto Bueno Cierre Proceso
Transferir Creditos,start,4560,2016-05-18 00:23:43,2016-05-18 00:23:43,4560,108901,Variant 82,82,Fluxicon Disco,1,108901_Transferir Creditos_1,complete,4560,,Transferir Creditos,4560,Variant 82,82,Fluxicon Disco,1,0 days 00:00:00,0,0,0.0,Transferir Creditos
Traer informacion estudiante - banner,start,8572,2016-04-11 15:18:04,2016-04-11 15:18:04,8572,109205,Variant 3,3,Fluxicon Disco,0,109205_Traer informacion estudiante - banner_0,complete,8572,,Traer informacion estudiante - banner,8572,Variant 3,3,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,8572,2016-04-11 15:18:05,2016-04-11 15:44:37,8572,109205,Variant 3,3,Fluxicon Disco,0,109205_Radicar Solicitud Homologacion_0,complete,8572,,Radicar Solicitud Homologacion,8572,Variant 3,3,Fluxicon Disco,0,0 days 00:26:32,1592,1592000,0.442222222222222,Radicar Solicitud Homologacion
Validar solicitud,start,1707,2016-04-14 18:32:47,2016-04-14 18:39:45,1707,109205,Variant 3,3,Fluxicon Disco,0,109205_Validar solicitud_0,complete,1707,,Validar solicitud,1707,Variant 3,3,Fluxicon Disco,0,0 days 00:06:58,418,418000,0.116111111111111,Validar solicitud
Homologacion por grupo de cursos,start,15930,2016-04-15 17:31:01,2016-04-15 23:56:17,15930,109205,Variant 3,3,Fluxicon Disco,0,109205_Homologacion por grupo de cursos_0,complete,15930,,Homologacion por grupo de cursos,15930,Variant 3,3,Fluxicon Disco,0,0 days 06:25:16,23116,23116000,6.42111111111111,Homologacion por grupo de cursos
Revisar curso,start,1707,2016-04-15 17:31:01,2016-04-15 18:58:26,1707,109205,Variant 3,3,Fluxicon Disco,0,109205_Revisar curso_0,complete,1707,,Revisar curso,1707,Variant 3,3,Fluxicon Disco,0,0 days 01:27:25,5245,5245000,1.45694444444444,Revisar curso
Evaluacion curso,start,7763,2016-05-02 16:56:46,2016-05-02 21:43:49,7763,109205,Variant 3,3,Fluxicon Disco,0,109205_Evaluacion curso_0,complete,7763,,Evaluacion curso,7763,Variant 3,3,Fluxicon Disco,0,0 days 04:47:03,17223,17223000,4.78416666666667,Evaluacion curso
Validacion final,start,1707,2016-06-24 05:28:43,2016-06-24 05:28:43,1707,109205,Variant 3,3,Fluxicon Disco,0,109205_Validacion final_0,complete,1707,,Validacion final,1707,Variant 3,3,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Validacion final
Visto Bueno Cierre Proceso,start,15930,2016-06-24 14:51:15,2016-06-24 15:02:02,15930,109205,Variant 3,3,Fluxicon Disco,0,109205_Visto Bueno Cierre Proceso_0,complete,15930,,Visto Bueno Cierre Proceso,15930,Variant 3,3,Fluxicon Disco,0,0 days 00:10:47,647,647000,0.179722222222222,Visto Bueno Cierre Proceso
Traer informacion estudiante - banner,start,5221,2016-04-11 16:15:44,2016-04-11 16:15:44,5221,109206,Variant 1,1,Fluxicon Disco,0,109206_Traer informacion estudiante - banner_0,complete,5221,,Traer informacion estudiante - banner,5221,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,5221,2016-04-11 16:15:46,2016-04-11 16:18:46,5221,109206,Variant 1,1,Fluxicon Disco,0,109206_Radicar Solicitud Homologacion_0,complete,5221,,Radicar Solicitud Homologacion,5221,Variant 1,1,Fluxicon Disco,0,0 days 00:03:00,180,180000,0.05,Radicar Solicitud Homologacion
Cancelar Solicitud,start,22475,2016-04-11 19:15:47,2016-04-11 19:16:31,22475,109206,Variant 1,1,Fluxicon Disco,0,109206_Cancelar Solicitud_0,complete,22475,,Cancelar Solicitud,22475,Variant 1,1,Fluxicon Disco,0,0 days 00:00:44,44,44000,0.0122222222222222,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,22475,2016-04-11 20:43:55,2016-04-11 20:43:55,22475,109206,Variant 1,1,Fluxicon Disco,0,109206_Notificacion estudiante cancelacion soli_0,complete,22475,,Notificacion estudiante cancelacion soli,22475,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,8651,2016-04-11 16:56:40,2016-04-11 16:56:40,8651,109208,Variant 4,4,Fluxicon Disco,0,109208_Traer informacion estudiante - banner_0,complete,8651,,Traer informacion estudiante - banner,8651,Variant 4,4,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,8651,2016-04-11 16:56:41,2016-04-11 16:56:49,8651,109208,Variant 4,4,Fluxicon Disco,0,109208_Radicar Solicitud Homologacion_0,complete,8651,,Radicar Solicitud Homologacion,8651,Variant 4,4,Fluxicon Disco,0,0 days 00:00:08,8,8000,0.0022222222222222,Radicar Solicitud Homologacion
Validar solicitud,start,19019,2016-04-11 17:05:41,2016-04-11 17:06:24,19019,109208,Variant 4,4,Fluxicon Disco,0,109208_Validar solicitud_0,complete,19019,,Validar solicitud,19019,Variant 4,4,Fluxicon Disco,0,0 days 00:00:43,43,43000,0.0119444444444444,Validar solicitud
Homologacion por grupo de cursos,start,19019,2016-04-11 17:49:16,2016-04-11 18:30:06,19019,109208,Variant 4,4,Fluxicon Disco,0,109208_Homologacion por grupo de cursos_0,complete,19019,,Homologacion por grupo de cursos,19019,Variant 4,4,Fluxicon Disco,0,0 days 00:40:50,2450,2450000,0.680555555555556,Homologacion por grupo de cursos
Revisar curso,start,19019,2016-04-11 17:49:16,2016-04-11 17:49:16,19019,109208,Variant 4,4,Fluxicon Disco,0,109208_Revisar curso_0,complete,19019,,Revisar curso,19019,Variant 4,4,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Revisar curso
Evaluacion curso,start,19019,2016-04-11 17:50:05,2016-04-11 18:30:34,19019,109208,Variant 4,4,Fluxicon Disco,0,109208_Evaluacion curso_0,complete,19019,,Evaluacion curso,19019,Variant 4,4,Fluxicon Disco,0,0 days 00:40:29,2429,2429000,0.674722222222222,Evaluacion curso
Validar solicitud / pre-homologacion,start,19019,2016-04-18 18:19:05,2016-04-18 18:19:25,19019,109208,Variant 4,4,Fluxicon Disco,0,109208_Validar solicitud / pre-homologacion_0,complete,19019,,Validar solicitud / pre-homologacion,19019,Variant 4,4,Fluxicon Disco,0,0 days 00:00:20,20,20000,0.0055555555555555,Validar solicitud / pre-homologacion
Traer informacion estudiante - banner,start,4912,2016-04-11 17:27:52,2016-04-11 17:27:52,4912,109209,Variant 21,21,Fluxicon Disco,0,109209_Traer informacion estudiante - banner_0,complete,4912,,Traer informacion estudiante - banner,4912,Variant 21,21,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,4912,2016-04-11 17:27:55,2016-04-11 17:28:28,4912,109209,Variant 21,21,Fluxicon Disco,0,109209_Radicar Solicitud Homologacion_0,complete,4912,,Radicar Solicitud Homologacion,4912,Variant 21,21,Fluxicon Disco,0,0 days 00:00:33,33,33000,0.0091666666666666,Radicar Solicitud Homologacion
Validar solicitud,start,677,2016-04-11 18:01:09,2016-04-11 18:24:54,677,109209,Variant 21,21,Fluxicon Disco,0,109209_Validar solicitud_0,complete,677,,Validar solicitud,677,Variant 21,21,Fluxicon Disco,0,0 days 00:23:45,1425,1425000,0.395833333333333,Validar solicitud
Homologacion por grupo de cursos,start,3445,2016-04-14 17:47:04,2016-04-14 18:04:09,3445,109209,Variant 21,21,Fluxicon Disco,0,109209_Homologacion por grupo de cursos_0,complete,3445,,Homologacion por grupo de cursos,3445,Variant 21,21,Fluxicon Disco,0,0 days 00:17:05,1025,1025000,0.284722222222222,Homologacion por grupo de cursos
Validacion final,start,677,2016-04-14 17:47:05,2016-04-14 17:47:05,677,109209,Variant 21,21,Fluxicon Disco,0,109209_Validacion final_0,complete,677,,Validacion final,677,Variant 21,21,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Validacion final
Visto Bueno Cierre Proceso,start,3445,2016-04-14 17:47:13,2016-04-14 18:04:18,3445,109209,Variant 21,21,Fluxicon Disco,0,109209_Visto Bueno Cierre Proceso_0,complete,3445,,Visto Bueno Cierre Proceso,3445,Variant 21,21,Fluxicon Disco,0,0 days 00:17:05,1025,1025000,0.284722222222222,Visto Bueno Cierre Proceso
Traer informacion estudiante - banner,start,22736,2016-04-11 19:15:33,2016-04-11 19:15:33,22736,109213,Variant 18,18,Fluxicon Disco,0,109213_Traer informacion estudiante - banner_0,complete,22736,,Traer informacion estudiante - banner,22736,Variant 18,18,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,22736,2016-04-11 19:15:35,2016-04-11 19:15:59,22736,109213,Variant 18,18,Fluxicon Disco,0,109213_Radicar Solicitud Homologacion_0,complete,22736,,Radicar Solicitud Homologacion,22736,Variant 18,18,Fluxicon Disco,0,0 days 00:00:24,24,24000,0.0066666666666666,Radicar Solicitud Homologacion
